Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Golden Cardamom Spiced Roasted Salted Cashews 6-Pack,Heritage Springs,SNAC-000025,890100156896,Snacks & Confectionery,228,bar,391.08,633.21,2027-05-23,Aisle 10,ambient
Homestyle Tiger Prawns Jumbo 10-Pack,Organic Tattva Co.,MEAT-000026,890100156897,Meat & Seafood,67,pcs,925.66,1270.46,2026-09-03,Aisle 04,chilled
Extra-Virgin Tandoori Smoked Mosquito Vaporizer Refill 1kg,Kaveri Farms,HOUS-000027,890100156898,Household & Personal Care,57,bottle,136.00,239.39,2029-01-25,Aisle 11,ambient
Wildcrafted Pista Almond Cauliflower 1L,Nilgiri Dairy,FRES-000028,890100156899,Fresh Produce,125,pack,31.87,50.14,2026-09-05,Aisle 01,chilled
Aged Truffle Infused Oat Milk 2kg,Royal Indian Dairy,DAIR-000029,890100156900,Dairy & Eggs,126,bottle,492.62,669.85,2026-09-13,Aisle 02,chilled
Roasted Vanilla Bean Bell Peppers 200ml,Nilgiri Dairy,FRES-000030,890100156901,Fresh Produce,123,bag,98.07,169.97,2026-08-30,Aisle 02,chilled
Artisan Nagpur Orange Veg Spring Rolls 150ml,Kaveri Milling,FROZ-000031,890100156902,Frozen Foods,27,packet,166.32,225.14,2027-08-26,Aisle 08,frozen
Valley Fresh Brioche Burger Buns 2-Pack,Pure Vedic Harvest,BAKE-000032,890100156903,Bakery & Deli,204,pcs,240.46,370.83,2026-09-03,Aisle 03,chilled
Stone-Ground Spicy Peanut Chikki Snack Pack,Patanjali Dairy,SNAC-000033,890100156904,Snacks & Confectionery,238,bag,458.41,697.96,2027-04-25,Aisle 09,ambient
Heritage Coconut Cream Bananas 750g,Everest Goods,FRES-000034,890100156905,Fresh Produce,85,pcs,31.77,40.28,2026-09-01,Aisle 02,ambient
Smoked Cold Pressed Orange Juice 2L,Tata Milling,BEVE-000035,890100156906,Beverages,226,bottle,275.43,355.66,2027-05-17,Aisle 06,ambient
Grass-Fed Toned Milk 1.5L,Royal Indian Plantations,DAIR-000036,890100156907,Dairy & Eggs,205,bottle,509.17,686.18,2026-09-09,Aisle 02,chilled
Heritage Masala Chai Kokum Sharbat 2-Pack,Saffola Mills,BEVE-000037,890100156908,Beverages,166,box,304.48,433.08,2027-07-01,Aisle 06,chilled
Sun-Dried Mixed Berries Frozen 5kg,Urban Roots Kitchens,FROZ-000038,890100156909,Frozen Foods,197,bag,348.71,635.06,2027-03-10,Aisle 09,frozen
Pure Tulsi Honey Bath Tissue 6-Pack 500g,SunBrite Kitchens,HOUS-000039,890100156910,Household & Personal Care,139,tube,538.57,796.63,2027-12-22,Aisle 12,ambient
Artisan Granola Health Bars 2-Pack,Pashmina Kitchens,SNAC-000040,890100156911,Snacks & Confectionery,99,pack,318.47,398.73,2026-08-22,Aisle 09,ambient
Rustic Urad Dal Whole 150g,Tata Botanicals,PANT-000041,890100156912,Pantry & Dry Goods,188,bottle,167.14,223.41,2028-05-09,Aisle 06,ambient
Traditional Herbal Hand Wash Neem 10kg,Pure Vedic Dairy,HOUS-000042,890100156913,Household & Personal Care,138,pack,68.21,110.05,2027-09-18,Aisle 11,ambient
Stone-Ground Cinnamon Spice Bagel Plain 4pk 4-Pack,Deccan Farms,BAKE-000043,890100156914,Bakery & Deli,202,pack,305.69,466.32,2026-09-09,Aisle 03,ambient
Country Style Mishri Mawa Snack Pack,Desi Organics Organics,DAIR-000044,890100156915,Dairy & Eggs,210,bottle,311.29,506.55,2026-09-11,Aisle 03,chilled
Low-Sodium Chaash / Buttermilk 330ml,Mother Dairy Dairy,DAIR-000045,890100156916,Dairy & Eggs,70,tub,269.64,466.12,2026-08-27,Aisle 02,chilled
Organic Kokum Sharbat 300g,Bhoomi Kitchens,BEVE-000046,890100156917,Beverages,133,bag,144.17,184.77,2027-07-22,Aisle 06,chilled
Free-Range Poha Thick Flakes 500ml,Vedic Fresh Milling,PANT-000047,890100156918,Pantry & Dry Goods,75,box,277.01,416.43,2028-07-30,Aisle 06,ambient
Cured Alphonso Mango Mixed Berries Frozen Family Pack,Catch Naturals,FROZ-000048,890100156919,Frozen Foods,246,bag,235.03,404.74,2027-01-06,Aisle 09,frozen
Cold-Pressed Dishwash Gel Lemon 2L,Nilgiri Mills,HOUS-000049,890100156920,Household & Personal Care,214,bottle,125.63,186.10,2027-03-12,Aisle 12,ambient
Roasted Caramelized Onion Fresh Chicken Curry Cut 8-Pack,Desi Organics Co.,MEAT-000050,890100156921,Meat & Seafood,159,pcs,375.00,575.56,2026-08-29,Aisle 05,chilled
Rustic Veg Spring Rolls 750g,Patanjali Foods,FROZ-000051,890100156922,Frozen Foods,181,tub,96.40,170.41,2027-03-09,Aisle 09,frozen
Low-Sodium Kitchen Paper Towels 4-Roll 200ml,Royal Indian Provisions,HOUS-000052,890100156923,Household & Personal Care,37,bottle,107.48,167.41,2028-04-03,Aisle 11,ambient
Valley Fresh Custard Apple (Sitaphal) 2kg,Pure Vedic Co.,FRES-000053,890100156924,Fresh Produce,55,pcs,117.91,168.11,2026-09-13,Aisle 01,ambient
Organic Mint Lime Garlic Naan Frozen 4pk 330ml,Amul Botanicals,FROZ-000054,890100156925,Frozen Foods,133,bag,131.15,178.18,2027-07-04,Aisle 08,frozen
Cold-Pressed Sweet Tamarind Soy Milk Protein 330ml,Heritage Goods,DAIR-000055,890100156926,Dairy & Eggs,72,carton,438.82,695.60,2026-09-07,Aisle 02,chilled
Cold-Pressed Tandoori Smoked Paneer Paratha Frozen 50g,Nature Harvest Dairy,FROZ-000056,890100156927,Frozen Foods,83,packet,258.29,369.21,2027-06-12,Aisle 09,frozen
Free-Range Himalayan Spring Water 1.5L,Amul Mills,BEVE-000057,890100156928,Beverages,189,pack,298.43,383.34,2027-08-20,Aisle 06,chilled
Valley Fresh Smoked Chicken Slices 1.5L,Urban Roots Co.,BAKE-000058,890100156929,Bakery & Deli,193,pack,139.36,255.81,2026-08-28,Aisle 04,chilled
Whole-Grain Tulsi Honey Apple Cider Vinegar Drink 10-Pack,Satvik Farms,BEVE-000059,890100156930,Beverages,113,bag,135.51,249.00,2026-09-14,Aisle 05,chilled
Cold-Pressed Vanilla Bean 70% Dark Chocolate Bar 150g,Mother Dairy Agro,SNAC-000060,890100156931,Snacks & Confectionery,172,packet,466.19,738.58,2027-01-11,Aisle 09,ambient
Extra-Virgin Tonic Water Premium 2-Pack,Heritage Milling,BEVE-000061,890100156932,Beverages,141,can,165.57,234.06,2027-02-01,Aisle 05,chilled
Signature Guava Chilli Juice 350g,Desi Organics Dairy,BEVE-000062,890100156933,Beverages,104,pack,325.57,529.88,2027-02-26,Aisle 05,ambient
Golden Mustard Oil Kachi Ghani 12-Pack,Satvik Naturals,PANT-000063,890100156934,Pantry & Dry Goods,153,bottle,103.78,161.69,2026-12-04,Aisle 08,ambient
Pure Boneless Chicken Breast 12-Pack,Amul Dairy,MEAT-000064,890100156935,Meat & Seafood,59,kg,271.71,387.01,2026-08-31,Aisle 04,chilled
Cold-Pressed Golden Ginger Cold-Pressed Groundnut Oil Family Pack,Vedic Fresh Botanicals,PANT-000065,890100156936,Pantry & Dry Goods,55,box,103.56,145.65,2027-02-25,Aisle 07,ambient
Whole-Grain Goat Mince Premium 5kg,Satvik Dairy,MEAT-000066,890100156937,Meat & Seafood,100,kg,791.46,1076.44,2026-08-29,Aisle 04,chilled
Authentic Toasted Sesame Fish Fingers Frozen Family Pack,SunBrite Foods,FROZ-000067,890100156938,Frozen Foods,171,bag,358.06,618.87,2026-08-20,Aisle 08,frozen
Rustic Kesar Pista Granola Health Bars 500ml,Kaveri Farms,SNAC-000068,890100156939,Snacks & Confectionery,21,pack,270.11,408.63,2027-02-15,Aisle 09,ambient
Homestyle Garlic & Herb Jeera Masala Soda Snack Pack,Green Earth Milling,BEVE-000069,890100156940,Beverages,145,pack,232.83,388.28,2026-10-12,Aisle 06,chilled
Organic Fresh Rohu Fish 750g,Nature Harvest Farms,MEAT-000070,890100156941,Meat & Seafood,223,kg,629.04,1005.76,2026-08-30,Aisle 05,chilled
Farm-Fresh Tiger Prawns Jumbo 2-Pack,Bhoomi Farms,MEAT-000071,890100156942,Meat & Seafood,186,kg,530.37,754.22,2026-09-03,Aisle 04,chilled
Crisp Garlic & Herb Buffalo Milk 150ml,Green Earth Springs,DAIR-000072,890100156943,Dairy & Eggs,154,packet,182.60,284.82,2026-09-19,Aisle 02,chilled
Premium Garlic & Herb Butter Croissants 350g,Mother Dairy Goods,BAKE-000073,890100156944,Bakery & Deli,8,box,260.34,434.26,2026-08-30,Aisle 04,ambient
Unpolished Truffle Infused Shampoo Anti-Dandruff 150g,Ganga Mills,HOUS-000074,890100156945,Household & Personal Care,60,tube,213.34,353.77,2028-05-05,Aisle 12,ambient
Stone-Ground Mint Lime Greek Yogurt 10kg,Pure Vedic Botanicals,DAIR-000075,890100156946,Dairy & Eggs,22,box,453.97,766.03,2026-09-08,Aisle 02,chilled
Aged Kachi Ghani Mustard Clove & Mint Toothpaste 400g,Royal Indian Springs,HOUS-000076,890100156947,Household & Personal Care,10,packet,152.01,273.47,2028-09-05,Aisle 11,ambient
Gourmet Lemon Pepper Kabuli Chana Large 5L,Pashmina Naturals,PANT-000077,890100156948,Pantry & Dry Goods,197,box,229.75,381.35,2028-06-29,Aisle 08,ambient
Crisp Frozen Green Peas 5L,Kaveri Organics,FROZ-000078,890100156949,Frozen Foods,56,tub,214.38,374.78,2027-08-24,Aisle 09,frozen
Heritage Toasted Sesame Bananas 330ml,SunBrite Kitchens,FRES-000079,890100156950,Fresh Produce,180,pack,86.92,158.97,2026-09-02,Aisle 02,chilled
Zero-Sugar Pears 50g,Saffola Agro,FRES-000080,890100156951,Fresh Produce,121,kg,155.89,276.91,2026-08-27,Aisle 01,ambient
Valley Fresh Cardamom Spiced Sourdough Loaf 6-Pack,Mother Dairy Dairy,BAKE-000081,890100156952,Bakery & Deli,158,box,53.84,72.10,2026-09-02,Aisle 04,chilled
Smoked Greek Yogurt 330ml,Fortune Springs,DAIR-000082,890100156953,Dairy & Eggs,209,bottle,331.12,418.25,2026-08-30,Aisle 03,chilled
Organic Mozzarella Shredded 250g,Heritage Naturals,DAIR-000083,890100156954,Dairy & Eggs,41,pack,355.83,481.37,2026-09-04,Aisle 03,chilled
Pure Organic Green Tea Value Pack,Nature Harvest Springs,BEVE-000084,890100156955,Beverages,189,pack,23.35,33.13,2027-03-07,Aisle 05,ambient
Sweet Chatpata Masala Bamboo Toothbrush 2pk 250ml,Dabur Dairy,HOUS-000085,890100156956,Household & Personal Care,92,bottle,189.89,270.80,2027-08-29,Aisle 11,ambient
Cured Coconut Milk Canned 8-Pack,Pure Vedic Foods,PANT-000086,890100156957,Pantry & Dry Goods,218,packet,337.18,594.95,2028-07-05,Aisle 06,ambient
Plant-Based Espresso Roast Ground Coffee 10kg,SunBrite Kitchens,BEVE-000087,890100156958,Beverages,154,carton,237.08,346.61,2026-08-29,Aisle 06,chilled
Gluten-Free Nagpur Orange Edamame Pods 8-Pack,Fortune Co.,FROZ-000088,890100156959,Frozen Foods,97,bag,316.11,509.87,2027-02-03,Aisle 09,frozen
Premium Matcha Green Tea Floor Disinfectant Pine 400g,Deccan Mills,HOUS-000089,890100156960,Household & Personal Care,53,pack,209.74,294.89,2028-10-17,Aisle 12,ambient
Plant-Based Heavy Cream 200ml,Saffola Farms,DAIR-000090,890100156961,Dairy & Eggs,185,box,340.14,622.53,2026-09-07,Aisle 02,chilled
Homestyle Organic Sharbati Atta 500g,Nature Harvest Dairy,PANT-000091,890100156962,Pantry & Dry Goods,158,bottle,207.11,376.73,2027-09-18,Aisle 06,ambient
Farm-Fresh Sparkling Mineral Water 2-Pack,Desi Organics Organics,BEVE-000092,890100156963,Beverages,193,carton,240.80,331.70,2027-03-01,Aisle 05,chilled
Select Caramelized Onion Smoked Chicken Slices 750g,Bhoomi Goods,BAKE-000093,890100156964,Bakery & Deli,19,pack,174.99,244.72,2026-09-01,Aisle 03,chilled
Cold-Pressed Nagpur Orange Pomfret Whole 150ml,Dabur Naturals,MEAT-000094,890100156965,Meat & Seafood,237,kg,395.12,602.74,2026-08-29,Aisle 05,chilled
Heritage Rose Infused Organic Green Tea 10-Pack,Kaveri Organics,BEVE-000095,890100156966,Beverages,189,carton,243.75,442.34,2027-05-29,Aisle 05,chilled
Signature Cardamom Spiced Sona Masoori Rice 750g,Dabur Dairy,PANT-000096,890100156967,Pantry & Dry Goods,169,bag,732.76,920.79,2028-02-26,Aisle 08,ambient
Raw Garlic & Herb Mozzarella Shredded Snack Pack,FarmGold Mills,DAIR-000097,890100156968,Dairy & Eggs,122,packet,151.51,200.40,2026-09-17,Aisle 03,chilled
Royal Lemon Pepper Roasted Salted Cashews 1.5L,Urban Roots Naturals,SNAC-000098,890100156969,Snacks & Confectionery,158,bag,274.07,395.37,2026-12-14,Aisle 10,ambient
Natural Dark Chocolate Mutton Chops 1L,Mother Dairy Co.,MEAT-000099,890100156970,Meat & Seafood,173,pack,820.15,1371.70,2026-08-31,Aisle 05,chilled
Country Style Matcha Green Tea Bath Tissue 6-Pack 2kg,Nilgiri Agro,HOUS-000100,890100156971,Household & Personal Care,11,box,292.74,506.71,2028-08-03,Aisle 11,ambient
Gluten-Free Granola Health Bars 150g,Vedic Fresh Farms,SNAC-000101,890100156972,Snacks & Confectionery,6,pack,129.84,233.37,2026-08-27,Aisle 10,ambient
Golden Chatpata Masala Alphonso Kulfi Tub 5L,SunBrite Dairy,FROZ-000102,890100156973,Frozen Foods,204,bag,171.35,310.52,2027-08-26,Aisle 09,frozen
Pure Fabric Softener Floral 2-Pack,Patanjali Springs,HOUS-000103,890100156974,Household & Personal Care,213,pack,105.16,183.32,2027-04-15,Aisle 11,ambient
Select Apples 1.5L,Satvik Plantations,FRES-000104,890100156975,Fresh Produce,16,kg,29.08,51.34,2026-09-14,Aisle 01,chilled
Organic Rose Infused Bagel Plain 4pk 8-Pack,Patanjali Dairy,BAKE-000105,890100156976,Bakery & Deli,53,box,65.44,93.16,2026-08-28,Aisle 04,chilled
Heritage Salted Butter 500ml,Ganga Springs,DAIR-000106,890100156977,Dairy & Eggs,64,carton,168.81,232.36,2026-09-24,Aisle 03,chilled
Free-Range Makhana Crunch Aloo Tikki 8-Pack 350g,Bhoomi Foods,FROZ-000107,890100156978,Frozen Foods,213,pack,290.64,496.56,2027-02-25,Aisle 09,frozen
Golden Garlic & Herb Garlic Bulbs Family Pack,Pashmina Mills,FRES-000108,890100156979,Fresh Produce,204,bag,106.45,165.10,2026-08-29,Aisle 02,chilled
Select Caramelized Onion Bhujia Sev 5L,Patanjali Foods,SNAC-000109,890100156980,Snacks & Confectionery,27,bag,473.69,630.06,2027-04-04,Aisle 10,ambient
Free-Range Coconut Cream Portobello Mushrooms 5L,Saffola Harvest,FRES-000110,890100156981,Fresh Produce,219,bag,58.46,90.29,2026-09-10,Aisle 01,chilled
Farm-Fresh Masala Chai Pita Bread 24-Pack,Satvik Botanicals,BAKE-000111,890100156982,Bakery & Deli,141,box,203.47,277.00,2026-09-03,Aisle 04,chilled
Plant-Based Mixed Berries Frozen 750ml,Catch Plantations,FROZ-000112,890100156983,Frozen Foods,11,packet,299.25,390.71,2027-06-29,Aisle 08,frozen
Raw Cinnamon Spice Whole Wheat Atta Bread 150ml,Vedic Fresh Harvest,BAKE-000113,890100156984,Bakery & Deli,29,box,116.04,154.11,2026-08-30,Aisle 03,ambient
Pure Golden Ginger Cheese Croissant 12-Pack,Desi Organics Dairy,BAKE-000114,890100156985,Bakery & Deli,60,box,220.71,346.02,2026-09-01,Aisle 03,chilled
Extra-Virgin Iced Lemon Tea 1.5L,Deccan Kitchens,BEVE-000115,890100156986,Beverages,197,bottle,128.63,181.22,2027-06-09,Aisle 06,ambient
Stone-Ground Masala CTC Tea 100g,Dabur Goods,BEVE-000116,890100156987,Beverages,146,bag,228.62,382.68,2026-12-03,Aisle 06,chilled
Farm-Fresh Mint Lime Brownie Bites 300g,Pashmina Harvest,BAKE-000117,890100156988,Bakery & Deli,216,box,227.79,320.26,2026-08-31,Aisle 03,ambient
Cured Vanilla Bean Garlic Naan Frozen 4pk 330ml,Vedic Fresh Kitchens,FROZ-000118,890100156989,Frozen Foods,140,tub,333.84,546.10,2027-05-02,Aisle 09,frozen
Aged Rose Infused Mozzarella Shredded 12-Pack,Desi Organics Springs,DAIR-000119,890100156990,Dairy & Eggs,181,bottle,98.93,157.68,2026-08-28,Aisle 03,chilled
Premium Lemon Pepper Tiger Prawns Jumbo 250g,Nature Harvest Naturals,MEAT-000120,890100156991,Meat & Seafood,7,kg,355.27,604.67,2026-09-02,Aisle 05,chilled
Wildcrafted Aloo Tikki 8-Pack 10kg,Himalayan Mills,FROZ-000121,890100156992,Frozen Foods,230,pack,320.63,430.35,2027-01-03,Aisle 08,frozen
Select Chatpata Masala Pav 6-Pack Value Pack,Heritage Foods,BAKE-000122,890100156993,Bakery & Deli,118,pack,177.28,306.50,2026-08-28,Aisle 04,ambient
Sweet Bottle Gourd (Lauki) 150ml,Tata Mills,FRES-000123,890100156994,Fresh Produce,174,pack,99.88,178.84,2026-08-20,Aisle 02,ambient
Free-Range Golden Ginger Salted Butter 2L,Kaveri Foods,DAIR-000124,890100156995,Dairy & Eggs,169,carton,154.58,250.71,2026-09-18,Aisle 03,chilled
Signature Mustard Oil Kachi Ghani Value Pack,Organic Tattva Springs,PANT-000125,890100156996,Pantry & Dry Goods,226,can,227.40,332.71,2027-06-01,Aisle 06,ambient
Crisp Jalapeno Lime Chicken Sausages 10kg,Desi Organics Organics,MEAT-000126,890100156997,Meat & Seafood,73,pack,750.58,1139.99,2026-09-03,Aisle 05,chilled
Raw Jalapeno Lime Bath Tissue 6-Pack 2L,Urban Roots Foods,HOUS-000127,890100156998,Household & Personal Care,108,bottle,452.23,833.86,2027-10-08,Aisle 11,ambient
Whole-Grain Pista Almond Cashew Paste Curry Base 100g,Mother Dairy Botanicals,PANT-000128,890100156999,Pantry & Dry Goods,48,jar,457.83,581.79,2028-05-25,Aisle 06,ambient
Organic Kashmiri Saffron 70% Dark Chocolate Bar 200ml,Himalayan Naturals,SNAC-000129,890100157000,Snacks & Confectionery,161,bag,81.88,106.56,2026-08-23,Aisle 10,ambient
Cold-Pressed Catla Fish Steaks 2L,Ganga Milling,MEAT-000130,890100157001,Meat & Seafood,55,pack,440.99,769.37,2026-08-30,Aisle 04,chilled
Royal Masala Chai Kulcha 4-Pack 200ml,Catch Harvest,BAKE-000131,890100157002,Bakery & Deli,142,pcs,303.28,407.30,2026-09-01,Aisle 03,chilled
Unpolished Cinnamon Spice Cold Brew Coffee 1.5L,FarmGold Harvest,BEVE-000132,890100157003,Beverages,175,box,67.21,95.99,2026-11-28,Aisle 05,ambient
Raw Espresso Roast Ground Coffee 50g,Pure Vedic Mills,BEVE-000133,890100157004,Beverages,45,bag,347.70,435.14,2027-03-27,Aisle 06,chilled
Sun-Dried Aloo Tikki 8-Pack 10kg,Himalayan Botanicals,FROZ-000134,890100157005,Frozen Foods,180,box,310.37,388.64,2027-08-21,Aisle 08,frozen
Country Style Sea Salt Paneer Tikka Deli Snack Pack,Patanjali Harvest,BAKE-000135,890100157006,Bakery & Deli,193,pcs,272.13,409.78,2026-08-30,Aisle 04,ambient
Roasted Red Chilli & Garlic Cinnamon Swirl Buns 6-Pack,Mother Dairy Organics,BAKE-000136,890100157007,Bakery & Deli,34,pack,214.97,278.93,2026-09-06,Aisle 03,chilled
Golden Filter Coffee Beans 200ml,Bhoomi Kitchens,BEVE-000137,890100157008,Beverages,166,can,48.51,72.07,2027-06-11,Aisle 05,ambient
Cold-Pressed Sea Salt Rawa Sooji Snack Pack,Mother Dairy Milling,PANT-000138,890100157009,Pantry & Dry Goods,5,jar,326.57,566.45,2027-12-13,Aisle 08,ambient
Traditional Chicken Salami 4-Pack,Mother Dairy Co.,BAKE-000139,890100157010,Bakery & Deli,150,pcs,241.61,344.07,2026-09-06,Aisle 03,chilled
Wildcrafted Sea Salt Strawberries Snack Pack,Heritage Springs,FRES-000140,890100157011,Fresh Produce,233,kg,48.90,80.83,2026-08-29,Aisle 02,ambient
Select Soan Papdi Box 1L,Nature Harvest Co.,SNAC-000141,890100157012,Snacks & Confectionery,114,packet,220.24,351.58,2026-10-20,Aisle 10,ambient
Traditional Alphonso Mango Mozzarella Shredded 5L,Catch Organics,DAIR-000142,890100157013,Dairy & Eggs,28,box,291.38,413.58,2026-08-27,Aisle 02,chilled
Select Rawa Sooji Value Pack,Heritage Springs,PANT-000143,890100157014,Pantry & Dry Goods,46,bag,738.74,1017.51,2028-05-15,Aisle 07,ambient
Wildcrafted Makhana Crunch Masala CTC Tea Value Pack,Tata Milling,BEVE-000144,890100157015,Beverages,170,bag,305.00,464.22,2026-12-04,Aisle 06,chilled
Cold-Pressed Tandoori Smoked Ricotta Fresh 400g,FarmGold Provisions,DAIR-000145,890100157016,Dairy & Eggs,155,carton,405.06,735.93,2026-09-13,Aisle 02,chilled
Signature Guava Chilli Juice Snack Pack,Vedic Fresh Harvest,BEVE-000146,890100157017,Beverages,96,carton,54.79,81.21,2026-12-22,Aisle 05,ambient
Sun-Dried Kachi Ghani Mustard Bottle Gourd (Lauki) 400g,Deccan Botanicals,FRES-000147,890100157018,Fresh Produce,212,kg,50.60,91.26,2026-09-04,Aisle 01,chilled
Stone-Ground Caramelized Onion Fabric Softener Floral 5kg,FarmGold Naturals,HOUS-000148,890100157019,Household & Personal Care,72,box,234.88,387.96,2028-11-16,Aisle 11,ambient
Pure Red Onions 6-Pack,Deccan Naturals,FRES-000149,890100157020,Fresh Produce,193,bag,15.22,22.72,2026-08-30,Aisle 02,chilled
Pure Sweet Tamarind Surface Floor Cleaner Rose 1L,Pashmina Plantations,HOUS-000150,890100157021,Household & Personal Care,217,tube,502.59,675.87,2028-02-26,Aisle 11,ambient
Valley Fresh Sparkling Mineral Water 2kg,Deccan Agro,BEVE-000151,890100157022,Beverages,111,can,444.63,571.00,2027-08-13,Aisle 05,ambient
Plant-Based Matcha Green Tea Penne Rigate Pasta 200ml,Green Earth Springs,PANT-000152,890100157023,Pantry & Dry Goods,79,bottle,423.16,592.62,2028-08-03,Aisle 07,ambient
Organic Royal Basmati Rice 750g,Vedic Fresh Plantations,PANT-000153,890100157024,Pantry & Dry Goods,7,can,65.27,93.00,2027-04-16,Aisle 08,ambient
Sun-Dried Kashmiri Saffron Soy Milk Protein 2-Pack,Himalayan Dairy,DAIR-000154,890100157025,Dairy & Eggs,184,carton,161.46,225.90,2026-09-24,Aisle 03,chilled
Gluten-Free Toasted Sesame Garlic Naan Frozen 4pk 350g,Nilgiri Milling,FROZ-000155,890100157026,Frozen Foods,17,packet,192.58,310.92,2027-07-11,Aisle 09,frozen
Pure Truffle Infused Moong Dal Washed 200g,Mother Dairy Naturals,PANT-000156,890100157027,Pantry & Dry Goods,156,jar,553.73,845.12,2027-11-08,Aisle 08,ambient
Raw Red Chilli & Garlic Chicken Keema 24-Pack,Heritage Milling,MEAT-000157,890100157028,Meat & Seafood,50,pcs,935.83,1223.71,2026-09-01,Aisle 05,chilled
Stone-Ground Jalapeno Lime Kitchen Paper Towels 4-Roll 1.5L,Amul Harvest,HOUS-000158,890100157029,Household & Personal Care,185,pack,322.00,433.74,2028-02-25,Aisle 11,ambient
Pure Sweet Corn Kernels 2kg,Tata Naturals,FROZ-000159,890100157030,Frozen Foods,16,tub,125.74,223.86,2027-01-25,Aisle 09,frozen
