Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Plant-Based Matcha Green Tea Fresh Rohu Fish 1.5L,Mother Dairy Agro,MEAT-000036,890100655825,Meat & Seafood,17,kg,631.39,890.51,2026-08-30,Aisle 04,chilled
Low-Sodium Pomfret Whole 750g,Pashmina Goods,MEAT-000037,890100655826,Meat & Seafood,147,pcs,802.65,1462.37,2026-08-29,Aisle 04,chilled
Aged Vanilla Bean Bell Peppers 400g,Urban Roots Co.,FRES-000038,890100655827,Fresh Produce,237,kg,104.08,152.21,2026-09-12,Aisle 01,chilled
Artisan Vanilla Bean Paneer Block 2L,Mother Dairy Dairy,DAIR-000039,890100655828,Dairy & Eggs,57,box,198.22,333.47,2026-09-11,Aisle 03,chilled
Artisan Red Chilli & Garlic Roasted Makhana Foxnuts 400g,Himalayan Farms,SNAC-000040,890100655829,Snacks & Confectionery,245,tub,523.13,884.33,2027-01-13,Aisle 09,ambient
Free-Range Pista Almond Sweet Potatoes 24-Pack,Saffola Springs,FRES-000041,890100655830,Fresh Produce,214,pcs,97.30,179.84,2026-09-04,Aisle 01,chilled
Golden Penne Rigate Pasta 330ml,Urban Roots Springs,PANT-000042,890100655831,Pantry & Dry Goods,202,bottle,639.25,866.78,2027-05-17,Aisle 06,ambient
Low-Sodium Red Chilli & Garlic Cream Cheese 500ml,FarmGold Goods,DAIR-000043,890100655832,Dairy & Eggs,80,packet,171.99,233.98,2026-08-31,Aisle 02,chilled
Wildcrafted Organic Rolled Oats 150ml,Everest Naturals,PANT-000044,890100655833,Pantry & Dry Goods,239,can,582.45,873.43,2028-04-29,Aisle 08,ambient
Extra-Virgin Double Toned Milk 5kg,Dabur Kitchens,DAIR-000045,890100655834,Dairy & Eggs,113,tub,412.78,644.84,2026-09-08,Aisle 02,chilled
Desi Makhana Crunch Cold-Pressed Groundnut Oil 50g,Kaveri Harvest,PANT-000046,890100655835,Pantry & Dry Goods,92,can,121.67,179.97,2028-02-26,Aisle 06,ambient
Desi Garlic Focaccia 1kg,Everest Goods,BAKE-000047,890100655836,Bakery & Deli,69,box,234.89,349.95,2026-08-30,Aisle 03,chilled
Country Style Flavored Yogurt 8-Pack,Organic Tattva Provisions,DAIR-000048,890100655837,Dairy & Eggs,7,pack,144.84,235.22,2026-09-14,Aisle 03,chilled
Smoked Guava Chilli Juice 5L,Nilgiri Harvest,BEVE-000049,890100655838,Beverages,82,can,385.81,697.69,2027-03-26,Aisle 05,ambient
Desi Poha Thick Flakes Snack Pack,Nature Harvest Goods,PANT-000050,890100655839,Pantry & Dry Goods,91,can,307.30,561.56,2026-08-27,Aisle 07,ambient
Zero-Sugar Mint Lime Watermelon 150ml,Himalayan Springs,FRES-000051,890100655840,Fresh Produce,140,pcs,44.86,79.61,2026-09-15,Aisle 01,ambient
Extra-Virgin Frozen Paneer Cubes 100g,Dabur Farms,FROZ-000052,890100655841,Frozen Foods,75,bag,139.50,215.07,2027-03-27,Aisle 08,frozen
Wildcrafted Truffle Infused Himalayan Spring Water 4-Pack,Pure Vedic Goods,BEVE-000053,890100655842,Beverages,119,bottle,74.77,95.08,2027-07-12,Aisle 06,chilled
Smoked Cashew Paste Curry Base 10kg,Vedic Fresh Farms,PANT-000054,890100655843,Pantry & Dry Goods,210,packet,118.05,195.05,2027-06-03,Aisle 07,ambient
Natural Mint Lime Fabric Softener Floral 2-Pack,Kaveri Dairy,HOUS-000055,890100655844,Household & Personal Care,139,tube,427.85,595.50,2028-01-18,Aisle 12,ambient
Farm-Fresh Tonic Water Premium 500g,Everest Milling,BEVE-000056,890100655845,Beverages,143,carton,399.66,591.17,2027-03-22,Aisle 05,chilled
Artisan Red Chilli & Garlic Salted Butter 2L,Kaveri Milling,DAIR-000057,890100655846,Dairy & Eggs,151,tub,94.16,141.19,2026-09-12,Aisle 02,chilled
Rustic Red Onions 150ml,Everest Springs,FRES-000058,890100655847,Fresh Produce,147,bag,73.36,105.12,2026-09-02,Aisle 01,ambient
Authentic Frozen Samosas 200ml,Deccan Dairy,FROZ-000059,890100655848,Frozen Foods,80,bag,318.30,429.95,2026-08-19,Aisle 09,frozen
Valley Fresh Caramelized Onion Filter Coffee Beans 2kg,Fortune Plantations,BEVE-000060,890100655849,Beverages,52,carton,213.92,385.08,2027-01-17,Aisle 06,ambient
Homestyle Mint Lime Organic Brown Sugar 50g,Ganga Milling,PANT-000061,890100655850,Pantry & Dry Goods,180,box,294.66,436.67,2028-05-23,Aisle 06,ambient
Sweet Lemon Pepper Unsalted White Butter Value Pack,Vedic Fresh Organics,DAIR-000062,890100655851,Dairy & Eggs,38,pack,33.54,46.70,2026-09-04,Aisle 02,chilled
Premium Ricotta Fresh 24-Pack,Nilgiri Foods,DAIR-000063,890100655852,Dairy & Eggs,15,bottle,130.56,173.81,2026-09-11,Aisle 03,chilled
Whole-Grain Wood-Fired Veggie Pizza 2L,Deccan Farms,FROZ-000064,890100655853,Frozen Foods,112,bag,166.78,251.84,2027-02-06,Aisle 09,frozen
Signature Fruit Cake Slice 400g,Saffola Co.,BAKE-000065,890100655854,Bakery & Deli,194,pack,129.94,191.27,2026-09-06,Aisle 03,chilled
Free-Range Pineapples 330ml,Urban Roots Plantations,FRES-000066,890100655855,Fresh Produce,59,bag,108.10,195.66,2026-08-29,Aisle 02,chilled
Valley Fresh Lemons 100g,Tata Mills,FRES-000067,890100655856,Fresh Produce,175,pack,85.36,120.21,2026-09-01,Aisle 01,chilled
Natural Cashew Paste Curry Base Value Pack,Dabur Milling,PANT-000068,890100655857,Pantry & Dry Goods,23,packet,49.30,86.19,2027-08-29,Aisle 06,ambient
Heritage Biodegradable Garbage Bags Family Pack,Royal Indian Botanicals,HOUS-000069,890100655858,Household & Personal Care,73,pack,101.31,149.60,2027-03-08,Aisle 11,ambient
Artisan Frozen Samosas 500ml,Green Earth Springs,FROZ-000070,890100655859,Frozen Foods,115,pack,161.69,210.46,2027-06-14,Aisle 09,frozen
Homestyle Coriander Leaves 330ml,Kaveri Mills,FRES-000071,890100655860,Fresh Produce,135,bunch,83.02,120.83,2026-09-17,Aisle 01,ambient
Stone-Ground Matcha Green Tea Paneer Paratha Frozen 400g,Green Earth Farms,FROZ-000072,890100655861,Frozen Foods,202,bag,189.87,278.83,2027-06-15,Aisle 09,frozen
Sun-Dried Cinnamon Spice Toned Milk 2L,Fortune Farms,DAIR-000073,890100655862,Dairy & Eggs,122,pack,212.38,265.85,2026-09-22,Aisle 03,chilled
Handcrafted Dark Chocolate Broccoli Crowns 8-Pack,Saffola Botanicals,FRES-000074,890100655863,Fresh Produce,20,kg,17.79,22.31,2026-09-03,Aisle 01,chilled
Smoked Nagpur Orange Parmigiano-Reggiano 1L,Desi Organics Kitchens,DAIR-000075,890100655864,Dairy & Eggs,8,bottle,381.76,699.13,2026-09-22,Aisle 02,chilled
Low-Sodium Cinnamon Spice Herbal Hand Wash Neem 1L,Green Earth Provisions,HOUS-000076,890100655865,Household & Personal Care,32,packet,203.33,259.85,2028-01-03,Aisle 12,ambient
Farm-Fresh Lavash Crackers 330ml,Everest Mills,BAKE-000077,890100655866,Bakery & Deli,21,pack,211.96,373.75,2026-09-04,Aisle 03,chilled
Gourmet Smoked Paprika Cow Milk 500ml,Nature Harvest Botanicals,DAIR-000078,890100655867,Dairy & Eggs,207,tub,235.15,295.78,2026-08-30,Aisle 02,chilled
Gourmet Sea Salt Cream Cheese 150g,Patanjali Milling,DAIR-000079,890100655868,Dairy & Eggs,245,carton,189.21,239.74,2026-09-24,Aisle 02,chilled
Pure Makhana Crunch Fresh Rohu Fish 10-Pack,Organic Tattva Naturals,MEAT-000080,890100655869,Meat & Seafood,196,kg,607.11,987.22,2026-08-30,Aisle 05,chilled
Valley Fresh Matcha Green Tea Coriander Leaves 24-Pack,Deccan Naturals,FRES-000081,890100655870,Fresh Produce,85,bag,85.23,141.78,2026-08-15,Aisle 01,chilled
Rustic Chatpata Masala Buffalo Milk 350g,Nilgiri Foods,DAIR-000082,890100655871,Dairy & Eggs,5,pack,443.51,702.63,2026-09-01,Aisle 03,chilled
Zero-Sugar Coconut Cream Soy Milk Protein 1L,Patanjali Dairy,DAIR-000083,890100655872,Dairy & Eggs,6,bottle,93.40,119.52,2026-09-15,Aisle 02,chilled
Country Style Coconut Cream Parmigiano-Reggiano 2L,Satvik Agro,DAIR-000084,890100655873,Dairy & Eggs,132,pack,103.50,172.20,2026-09-14,Aisle 03,chilled
Stone-Ground Frozen Samosas 6-Pack,Vedic Fresh Farms,FROZ-000085,890100655874,Frozen Foods,83,tub,242.56,386.03,2027-02-21,Aisle 08,frozen
Crisp Brownie Bites 500ml,Vedic Fresh Farms,BAKE-000086,890100655875,Bakery & Deli,166,box,87.97,118.64,2026-09-05,Aisle 04,chilled
Sweet Coconut Cream Toor Dal Premium 1kg,Fortune Dairy,PANT-000087,890100655876,Pantry & Dry Goods,185,packet,700.88,1071.02,2027-08-09,Aisle 07,ambient
Stone-Ground Chana Dal Polished 10-Pack,Ganga Co.,PANT-000088,890100655877,Pantry & Dry Goods,204,box,147.77,228.36,2027-09-28,Aisle 06,ambient
Cured Butter Murukku 5L,Green Earth Harvest,SNAC-000089,890100655878,Snacks & Confectionery,71,tub,58.19,105.27,2026-11-01,Aisle 09,ambient
Sun-Dried Espresso Roast Ground Coffee 250g,FarmGold Botanicals,BEVE-000090,890100655879,Beverages,228,bottle,36.87,66.77,2027-03-05,Aisle 05,chilled
Heritage Rose Infused Liquid Laundry Detergent 200ml,Patanjali Naturals,HOUS-000091,890100655880,Household & Personal Care,110,pack,140.50,182.09,2029-03-10,Aisle 11,ambient
Farm-Fresh Vanilla Bean Frozen Veg Momos 10-Pack,Catch Co.,FROZ-000092,890100655881,Frozen Foods,8,packet,366.13,602.02,2027-01-04,Aisle 08,frozen
Artisan Dark Chocolate Bath Tissue 6-Pack 500ml,Desi Organics Organics,HOUS-000093,890100655882,Household & Personal Care,33,packet,226.84,334.19,2027-03-03,Aisle 11,ambient
Low-Sodium Tandoori Smoked Pineapples 2kg,Vedic Fresh Goods,FRES-000094,890100655883,Fresh Produce,188,bunch,158.13,287.76,2026-09-06,Aisle 01,chilled
Wildcrafted Sona Masoori Rice 24-Pack,Mother Dairy Kitchens,PANT-000095,890100655884,Pantry & Dry Goods,58,bottle,678.12,1167.11,2028-07-22,Aisle 07,ambient
Valley Fresh Red Chilli & Garlic Pears 2-Pack,Everest Springs,FRES-000096,890100655885,Fresh Produce,206,bunch,50.93,65.71,2026-09-08,Aisle 01,ambient
Cured Fresh Mosambi Juice Family Pack,FarmGold Dairy,BEVE-000097,890100655886,Beverages,237,bottle,425.47,695.86,2026-12-23,Aisle 06,ambient
Select Sweet Tamarind Mosquito Vaporizer Refill Snack Pack,Ganga Agro,HOUS-000098,890100655887,Household & Personal Care,19,packet,139.05,239.61,2028-04-04,Aisle 12,ambient
Royal Butter Croissants 1kg,Urban Roots Mills,BAKE-000099,890100655888,Bakery & Deli,204,box,204.48,364.49,2026-08-28,Aisle 04,chilled
Gourmet Bhujia Sev 150g,Satvik Springs,SNAC-000100,890100655889,Snacks & Confectionery,70,bag,402.95,534.28,2027-06-10,Aisle 09,ambient
Smoked Toasted Sesame Hash Browns 6pk 2L,Heritage Springs,FROZ-000101,890100655890,Frozen Foods,57,bag,325.08,414.52,2027-06-05,Aisle 08,frozen
Aged Ciabatta Roll 5kg,Royal Indian Botanicals,BAKE-000102,890100655891,Bakery & Deli,231,box,53.08,67.18,2026-09-06,Aisle 04,chilled
Heritage Vanilla Bean Mixed Berries Frozen 400g,Green Earth Organics,FROZ-000103,890100655892,Frozen Foods,74,pack,269.40,470.01,2026-11-13,Aisle 08,frozen
Stone-Ground Surmai Steaks 1kg,Mother Dairy Foods,MEAT-000104,890100655893,Meat & Seafood,44,pcs,617.58,1093.81,2026-09-01,Aisle 04,chilled
Gourmet Masala Chai Aloo Tikki 8-Pack 750ml,Everest Agro,FROZ-000105,890100655894,Frozen Foods,19,packet,130.52,192.58,2026-08-22,Aisle 09,frozen
Select Granola Health Bars 300g,Everest Botanicals,SNAC-000106,890100655895,Snacks & Confectionery,140,box,33.64,42.34,2027-05-29,Aisle 10,ambient
Wildcrafted Crab Meat Fresh 750ml,Mother Dairy Botanicals,MEAT-000107,890100655896,Meat & Seafood,71,pcs,340.06,506.95,2026-08-31,Aisle 04,chilled
Unpolished Fresh Rohu Fish 500g,Pashmina Co.,MEAT-000108,890100655897,Meat & Seafood,49,pcs,438.26,640.83,2026-09-03,Aisle 04,chilled
Royal Golden Ginger Fresh Chicken Curry Cut 1.5L,Desi Organics Mills,MEAT-000109,890100655898,Meat & Seafood,31,pcs,847.40,1368.71,2026-08-30,Aisle 04,chilled
Low-Sodium Pista Almond Blueberries 5L,Ganga Harvest,FRES-000110,890100655899,Fresh Produce,169,pack,118.10,195.73,2026-09-09,Aisle 01,ambient
Pure Atlantic Salmon Fillet 1L,Green Earth Botanicals,MEAT-000111,890100655900,Meat & Seafood,165,pack,794.71,1411.77,2026-09-03,Aisle 04,chilled
Golden Nagpur Orange Baby Spinach 250g,Dabur Milling,FRES-000112,890100655901,Fresh Produce,157,kg,150.71,262.99,2026-09-10,Aisle 02,chilled
Grass-Fed Matcha Green Tea Electrolyte Energy Drink 750ml,FarmGold Botanicals,BEVE-000113,890100655902,Beverages,19,carton,396.57,500.50,2026-11-12,Aisle 06,ambient
Whole-Grain Ginger Root 2-Pack,Bhoomi Mills,FRES-000114,890100655903,Fresh Produce,48,pack,45.87,75.17,2026-09-11,Aisle 01,chilled
Pure Caramelized Onion Aloo Tikki 8-Pack Family Pack,Satvik Farms,FROZ-000115,890100655904,Frozen Foods,92,packet,292.69,390.11,2026-10-30,Aisle 09,frozen
Artisan Red Chilli & Garlic Mutton Curry Cut 150ml,Vedic Fresh Springs,MEAT-000116,890100655905,Meat & Seafood,113,kg,258.77,429.55,2026-09-02,Aisle 04,chilled
Smoked Bottle Gourd (Lauki) 4-Pack,Fortune Farms,FRES-000117,890100655906,Fresh Produce,143,bag,51.17,85.97,2026-09-15,Aisle 01,ambient
Gluten-Free Tulsi Honey Cheese Croissant 100g,Himalayan Harvest,BAKE-000118,890100655907,Bakery & Deli,135,pcs,166.22,306.46,2026-08-30,Aisle 03,ambient
Wildcrafted Cinnamon Spice Garlic Bulbs 750ml,Vedic Fresh Goods,FRES-000119,890100655908,Fresh Produce,157,bag,74.87,121.74,2026-09-05,Aisle 01,ambient
Grass-Fed Dark Chocolate Palak Leaves 350g,Patanjali Provisions,FRES-000120,890100655909,Fresh Produce,50,kg,105.03,150.08,2026-08-29,Aisle 02,chilled
Extra-Virgin Mint Lime Mustard Oil Kachi Ghani 350g,Nilgiri Organics,PANT-000121,890100655910,Pantry & Dry Goods,152,packet,510.88,668.66,2028-01-24,Aisle 07,ambient
Free-Range Paneer Tikka Deli 100g,Tata Co.,BAKE-000122,890100655911,Bakery & Deli,211,pcs,92.69,124.07,2026-09-03,Aisle 04,ambient
Aged Vanilla Bean Smoked Chicken Slices 2kg,Pashmina Dairy,BAKE-000123,890100655912,Bakery & Deli,96,pcs,120.32,186.28,2026-08-27,Aisle 04,ambient
Plant-Based Filter Coffee Beans 8-Pack,Satvik Agro,BEVE-000124,890100655913,Beverages,73,box,298.11,459.01,2027-03-21,Aisle 05,ambient
Rustic Toasted Sesame Dry Fruits Trail Mix 330ml,Himalayan Provisions,SNAC-000125,890100655914,Snacks & Confectionery,116,packet,94.61,155.75,2027-02-13,Aisle 09,ambient
Gourmet Rose Infused Shampoo Anti-Dandruff 2L,Satvik Plantations,HOUS-000126,890100655915,Household & Personal Care,13,box,166.47,261.86,2027-07-29,Aisle 11,ambient
Homestyle Gourmet Cookies Choco-Chip 1kg,Saffola Milling,SNAC-000127,890100655916,Snacks & Confectionery,38,box,404.70,531.64,2026-10-25,Aisle 09,ambient
Natural Jalapeno Lime Ginger Root 500ml,Himalayan Organics,FRES-000128,890100655917,Fresh Produce,146,kg,69.28,88.58,2026-08-22,Aisle 01,ambient
Spiced Lemon Pepper Buffalo Milk 5kg,Pashmina Mills,DAIR-000129,890100655918,Dairy & Eggs,14,tub,218.95,390.50,2026-09-02,Aisle 03,chilled
Signature Dark Chocolate Soan Papdi Box 5kg,Royal Indian Co.,SNAC-000130,890100655919,Snacks & Confectionery,239,tub,314.29,520.56,2027-02-18,Aisle 09,ambient
Desi Buffalo Milk 2kg,SunBrite Botanicals,DAIR-000131,890100655920,Dairy & Eggs,152,tub,429.38,742.11,2026-09-08,Aisle 03,chilled
Sweet Nagpur Orange Feta Cheese 24-Pack,FarmGold Foods,DAIR-000132,890100655921,Dairy & Eggs,182,pack,356.98,492.58,2026-09-17,Aisle 03,chilled
Spiced Almond Milk 330ml,Vedic Fresh Foods,DAIR-000133,890100655922,Dairy & Eggs,199,packet,209.45,333.31,2026-09-25,Aisle 02,chilled
Select Matcha Green Tea Cashew Paste Curry Base 300g,Catch Farms,PANT-000134,890100655923,Pantry & Dry Goods,12,bottle,660.75,1043.56,2026-08-30,Aisle 07,ambient
Cold-Pressed Cow Milk 150ml,Catch Kitchens,DAIR-000135,890100655924,Dairy & Eggs,227,bottle,382.74,498.58,2026-08-27,Aisle 03,chilled
Homestyle Dark Chocolate Bottle Gourd (Lauki) 10-Pack,Satvik Farms,FRES-000136,890100655925,Fresh Produce,61,bunch,124.16,188.29,2026-09-09,Aisle 01,chilled
Organic Masala Chai Smoked Chicken Slices 1.5L,Nature Harvest Farms,BAKE-000137,890100655926,Bakery & Deli,26,pack,188.41,334.22,2026-09-08,Aisle 04,chilled
Gourmet Sweet Tamarind Double Toned Milk 350g,Green Earth Mills,DAIR-000138,890100655927,Dairy & Eggs,19,carton,201.77,282.19,2026-09-24,Aisle 03,chilled
Organic Truffle Infused 70% Dark Chocolate Bar 150ml,Desi Organics Mills,SNAC-000139,890100655928,Snacks & Confectionery,13,bar,304.62,468.33,2027-01-08,Aisle 10,ambient
Rustic Red Chilli & Garlic Kabuli Chana Large 10-Pack,SunBrite Springs,PANT-000140,890100655929,Pantry & Dry Goods,58,box,49.69,70.65,2027-08-08,Aisle 08,ambient
Smoked Cow Milk 6-Pack,Tata Milling,DAIR-000141,890100655930,Dairy & Eggs,162,bottle,243.46,363.90,2026-08-31,Aisle 02,chilled
Organic Mishri Mawa 750ml,Patanjali Agro,DAIR-000142,890100655931,Dairy & Eggs,123,pack,319.04,493.15,2026-09-07,Aisle 02,chilled
Heritage Tulsi Honey Garlic Focaccia Family Pack,Mother Dairy Harvest,BAKE-000143,890100655932,Bakery & Deli,112,pack,25.80,35.02,2026-09-09,Aisle 04,ambient
Farm-Fresh Bath Tissue 6-Pack Family Pack,Dabur Co.,HOUS-000144,890100655933,Household & Personal Care,88,packet,189.41,256.21,2028-04-13,Aisle 11,ambient
Traditional Pista Almond Shampoo Anti-Dandruff 8-Pack,Organic Tattva Farms,HOUS-000145,890100655934,Household & Personal Care,35,box,338.39,529.69,2029-05-11,Aisle 11,ambient
Plant-Based Shampoo Anti-Dandruff 150g,Amul Plantations,HOUS-000146,890100655935,Household & Personal Care,160,pack,278.27,500.25,2028-09-17,Aisle 11,ambient
Gluten-Free California Almonds 12-Pack,Green Earth Mills,SNAC-000147,890100655936,Snacks & Confectionery,97,tub,353.06,543.60,2027-04-26,Aisle 10,ambient
Valley Fresh Caramelized Onion Toor Dal Premium Value Pack,SunBrite Dairy,PANT-000148,890100655937,Pantry & Dry Goods,155,box,143.46,223.37,2028-01-12,Aisle 08,ambient
Natural Masala Chai Organic Brown Sugar 4-Pack,Satvik Farms,PANT-000149,890100655938,Pantry & Dry Goods,173,jar,327.42,544.02,2027-03-04,Aisle 08,ambient
Zero-Sugar Smoked Paprika Fresh Mint (Pudina) 300g,Everest Milling,FRES-000150,890100655939,Fresh Produce,114,bag,118.74,217.73,2026-09-16,Aisle 01,chilled
Signature Edamame Pods Family Pack,Patanjali Goods,FROZ-000151,890100655940,Frozen Foods,78,tub,405.51,647.70,2027-03-07,Aisle 08,frozen
Aged Pure Jaggery Powder (Gud) 10kg,Pashmina Springs,PANT-000152,890100655941,Pantry & Dry Goods,247,can,227.67,388.43,2027-02-05,Aisle 06,ambient
Wildcrafted Smoked Paprika Shampoo Anti-Dandruff 4-Pack,Kaveri Foods,HOUS-000153,890100655942,Household & Personal Care,213,pack,182.52,329.44,2027-09-27,Aisle 12,ambient
Select Liquid Laundry Detergent 1kg,Saffola Milling,HOUS-000154,890100655943,Household & Personal Care,57,packet,456.22,696.43,2028-02-24,Aisle 11,ambient
Whole-Grain Cardamom Spiced Alphonso Kulfi Tub 1kg,Catch Co.,FROZ-000155,890100655944,Frozen Foods,115,pack,356.30,626.30,2027-03-02,Aisle 09,frozen
Select Matcha Green Tea Fish Fingers Frozen 4-Pack,Urban Roots Co.,FROZ-000156,890100655945,Frozen Foods,250,box,118.08,215.72,2026-11-30,Aisle 09,frozen
Artisan Tandoori Smoked Cucumbers 150g,Fortune Agro,FRES-000157,890100655946,Fresh Produce,188,kg,145.99,254.86,2026-08-29,Aisle 01,chilled
Premium Vanilla Bean Brownie Bites 4-Pack,Amul Botanicals,BAKE-000158,890100655947,Bakery & Deli,191,pack,317.63,546.21,2026-09-10,Aisle 04,chilled
Heritage Chatpata Masala Garlic Naan Frozen 4pk 500ml,Ganga Kitchens,FROZ-000159,890100655948,Frozen Foods,183,bag,391.40,506.23,2027-08-16,Aisle 08,frozen
