Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Sun-Dried Filter Coffee Beans 10-Pack,Amul Foods,BEVE-000032,890100284013,Beverages,46,carton,189.55,242.43,2026-08-27,Aisle 06,ambient
Roasted Fresh Mint (Pudina) 750g,Urban Roots Goods,FRES-000033,890100284014,Fresh Produce,227,bunch,54.41,81.58,2026-09-17,Aisle 01,chilled
Stone-Ground Fresh Chicken Curry Cut 10kg,Mother Dairy Mills,MEAT-000034,890100284015,Meat & Seafood,226,pack,856.34,1282.61,2026-09-01,Aisle 05,chilled
Crisp Caramelized Onion Carrots 200g,Pashmina Naturals,FRES-000035,890100284016,Fresh Produce,83,bag,137.59,233.83,2026-09-16,Aisle 02,chilled
Crisp Vanilla Bean Badam Milk Drink 500ml,Ganga Springs,BEVE-000036,890100284017,Beverages,53,carton,436.32,554.51,2026-10-07,Aisle 06,ambient
Rustic Coconut Cream Sweet Corn Kernels 2-Pack,Urban Roots Naturals,FROZ-000037,890100284018,Frozen Foods,54,box,361.12,493.79,2027-05-27,Aisle 08,frozen
Homestyle Chatpata Masala Ayurvedic Bath Soap 2-Pack,Deccan Foods,HOUS-000038,890100284019,Household & Personal Care,196,pack,354.48,615.94,2027-07-15,Aisle 11,ambient
Gourmet Golden Ginger Floor Disinfectant Pine Value Pack,Kaveri Mills,HOUS-000039,890100284020,Household & Personal Care,131,pack,95.77,167.05,2027-04-21,Aisle 12,ambient
Desi Cashew Paste Curry Base 10kg,Bhoomi Kitchens,PANT-000040,890100284021,Pantry & Dry Goods,46,packet,68.54,121.09,2027-11-24,Aisle 07,ambient
Raw Organic Green Tea 500g,Saffola Plantations,BEVE-000041,890100284022,Beverages,82,can,213.33,293.00,2027-06-23,Aisle 06,ambient
Organic Fresh Rohu Fish 24-Pack,Royal Indian Agro,MEAT-000042,890100284023,Meat & Seafood,170,pcs,481.22,655.60,2026-09-01,Aisle 04,chilled
Extra-Virgin Vanilla Bean Filter Coffee Beans Value Pack,Satvik Co.,BEVE-000043,890100284024,Beverages,89,pack,421.20,706.10,2027-07-09,Aisle 05,chilled
Homestyle Curd Tub (Dahi) 750ml,Organic Tattva Plantations,DAIR-000044,890100284025,Dairy & Eggs,22,bottle,136.82,217.49,2026-08-30,Aisle 02,chilled
Grass-Fed Green Chillies Family Pack,Vedic Fresh Goods,FRES-000045,890100284026,Fresh Produce,106,bunch,158.77,280.99,2026-08-31,Aisle 02,ambient
Royal Toasted Sesame Chana Dal Polished 300g,Heritage Farms,PANT-000046,890100284027,Pantry & Dry Goods,43,bottle,657.47,891.40,2028-03-10,Aisle 06,ambient
Farm-Fresh Matcha Green Tea Atlantic Salmon Fillet 750ml,Catch Springs,MEAT-000047,890100284028,Meat & Seafood,91,pcs,901.37,1447.24,2026-08-31,Aisle 05,chilled
Plant-Based Cardamom Spiced Chicken Keema Family Pack,SunBrite Milling,MEAT-000048,890100284029,Meat & Seafood,64,kg,290.84,403.06,2026-08-30,Aisle 05,chilled
Free-Range Coconut Milk Canned 150g,Catch Foods,PANT-000049,890100284030,Pantry & Dry Goods,151,jar,288.05,386.24,2028-04-08,Aisle 06,ambient
Country Style Cardamom Spiced Wood-Fired Veggie Pizza 330ml,Green Earth Naturals,FROZ-000050,890100284031,Frozen Foods,213,packet,243.03,439.10,2027-01-09,Aisle 08,frozen
Roasted Aloo Tikki 8-Pack 24-Pack,Heritage Organics,FROZ-000051,890100284032,Frozen Foods,249,packet,132.90,216.88,2027-07-08,Aisle 08,frozen
Country Style Banana Chips Kerala Style Snack Pack,Ganga Milling,SNAC-000052,890100284033,Snacks & Confectionery,73,tub,442.86,604.12,2027-03-12,Aisle 09,ambient
Spiced Sweet Corn Kernels 2L,Saffola Agro,FROZ-000053,890100284034,Frozen Foods,156,pack,108.14,177.94,2027-06-23,Aisle 09,frozen
Zero-Sugar Sona Masoori Rice Snack Pack,Green Earth Botanicals,PANT-000054,890100284035,Pantry & Dry Goods,89,jar,182.22,243.73,2027-11-20,Aisle 08,ambient
Organic Rose Infused Apple Cider Vinegar Drink 750g,Pashmina Dairy,BEVE-000055,890100284036,Beverages,70,can,182.60,248.25,2027-04-16,Aisle 06,chilled
Organic Sona Masoori Rice Snack Pack,Urban Roots Naturals,PANT-000056,890100284037,Pantry & Dry Goods,70,packet,276.14,492.66,2028-06-16,Aisle 06,ambient
Smoked Sweet Tamarind Paneer Paratha Frozen 200ml,Urban Roots Plantations,FROZ-000057,890100284038,Frozen Foods,173,packet,185.52,300.69,2026-12-16,Aisle 08,frozen
Raw Vanilla Bean Bamboo Toothbrush 2pk 400g,SunBrite Springs,HOUS-000058,890100284039,Household & Personal Care,238,box,420.11,638.20,2028-02-18,Aisle 12,ambient
Handcrafted Almond Milk 300g,Fortune Farms,DAIR-000059,890100284040,Dairy & Eggs,227,packet,278.88,414.90,2026-09-15,Aisle 03,chilled
Organic Red Chilli & Garlic Pure Jaggery Powder (Gud) 150ml,Satvik Botanicals,PANT-000060,890100284041,Pantry & Dry Goods,177,jar,702.18,1167.67,2027-07-15,Aisle 06,ambient
Aged Sweet Tamarind Double Toned Milk 10kg,Deccan Provisions,DAIR-000061,890100284042,Dairy & Eggs,107,packet,95.49,176.16,2026-09-01,Aisle 03,chilled
Valley Fresh Makhana Crunch Bagel Plain 4pk 400g,Deccan Plantations,BAKE-000062,890100284043,Bakery & Deli,90,box,184.73,274.85,2026-09-09,Aisle 03,ambient
Natural Toasted Sesame Cheese Croissant 750ml,Nilgiri Agro,BAKE-000063,890100284044,Bakery & Deli,37,pcs,160.72,213.01,2026-08-30,Aisle 04,chilled
Gluten-Free Coriander Leaves 1L,Nature Harvest Dairy,FRES-000064,890100284045,Fresh Produce,165,pack,156.32,237.68,2026-08-21,Aisle 02,chilled
Grass-Fed Cardamom Spiced Coriander Leaves 10-Pack,Urban Roots Milling,FRES-000065,890100284046,Fresh Produce,159,pcs,53.58,89.62,2026-09-01,Aisle 02,chilled
Sun-Dried Red Chilli & Garlic Chicken Salami 2-Pack,SunBrite Springs,BAKE-000066,890100284047,Bakery & Deli,115,pcs,282.47,451.01,2026-09-09,Aisle 04,ambient
Desi Fresh Rohu Fish 500g,Amul Springs,MEAT-000067,890100284048,Meat & Seafood,178,pcs,567.07,836.51,2026-08-15,Aisle 04,chilled
Roasted Mutton Chops 200ml,Dabur Mills,MEAT-000068,890100284049,Meat & Seafood,49,pcs,716.69,1091.06,2026-08-31,Aisle 04,chilled
Extra-Virgin Tonic Water Premium 100g,Desi Organics Farms,BEVE-000069,890100284050,Beverages,101,can,298.77,515.77,2026-08-27,Aisle 05,chilled
Cold-Pressed Mutton Curry Cut 350g,Nature Harvest Springs,MEAT-000070,890100284051,Meat & Seafood,161,pack,827.26,1459.14,2026-08-29,Aisle 04,chilled
Cold-Pressed Coconut Cream Surface Floor Cleaner Rose 200g,Heritage Goods,HOUS-000071,890100284052,Household & Personal Care,100,bottle,467.03,713.07,2027-06-25,Aisle 12,ambient
Golden Chatpata Masala Poha Thick Flakes 500ml,Heritage Dairy,PANT-000072,890100284053,Pantry & Dry Goods,121,jar,402.05,606.20,2028-04-25,Aisle 07,ambient
Select Caramelized Onion Basa Fish Fillets 250ml,Saffola Kitchens,MEAT-000073,890100284054,Meat & Seafood,180,pcs,795.62,1169.98,2026-09-03,Aisle 05,chilled
Low-Sodium Truffle Infused Hash Browns 6pk 200ml,Nature Harvest Provisions,FROZ-000074,890100284055,Frozen Foods,102,packet,387.74,578.09,2026-12-16,Aisle 08,frozen
Sweet Coconut Cream Sweet Potatoes Value Pack,Pashmina Goods,FRES-000075,890100284056,Fresh Produce,76,bag,102.59,168.59,2026-09-08,Aisle 02,ambient
Aged Pure Jaggery Powder (Gud) 200ml,Pashmina Kitchens,PANT-000076,890100284057,Pantry & Dry Goods,90,bag,271.08,484.14,2028-02-23,Aisle 06,ambient
Authentic Cinnamon Spice Frozen Samosas 2kg,Saffola Farms,FROZ-000077,890100284058,Frozen Foods,246,bag,167.03,265.91,2027-06-25,Aisle 08,frozen
Spiced Catla Fish Steaks 1L,Heritage Agro,MEAT-000078,890100284059,Meat & Seafood,175,kg,684.56,1185.91,2026-09-02,Aisle 04,chilled
Smoked Makhana Crunch Electrolyte Energy Drink 250g,Dabur Farms,BEVE-000079,890100284060,Beverages,242,box,98.21,144.39,2027-02-05,Aisle 06,ambient
Heritage Sea Salt Apples Family Pack,Himalayan Agro,FRES-000080,890100284061,Fresh Produce,102,bag,154.06,236.18,2026-08-29,Aisle 02,ambient
Sweet Unsalted White Butter 10-Pack,Heritage Foods,DAIR-000081,890100284062,Dairy & Eggs,186,bottle,163.08,233.38,2026-08-30,Aisle 02,chilled
Premium Boneless Chicken Breast 250ml,Desi Organics Kitchens,MEAT-000082,890100284063,Meat & Seafood,150,pcs,907.02,1579.07,2026-09-01,Aisle 04,chilled
Valley Fresh Banana Chips Kerala Style 10kg,Satvik Harvest,SNAC-000083,890100284064,Snacks & Confectionery,165,bag,227.01,359.36,2027-01-13,Aisle 10,ambient
Artisan Coconut Milk Canned 330ml,Vedic Fresh Goods,PANT-000084,890100284065,Pantry & Dry Goods,196,bottle,455.42,641.58,2028-01-27,Aisle 06,ambient
Select Green Peas Fresh 1.5L,Satvik Harvest,FRES-000085,890100284066,Fresh Produce,99,pcs,25.69,40.53,2026-09-04,Aisle 02,ambient
Golden Coconut Cream Gulab Jamun Tin 250g,Nature Harvest Organics,SNAC-000086,890100284067,Snacks & Confectionery,221,bar,177.72,295.92,2027-03-01,Aisle 10,ambient
Cured Kachi Ghani Mustard Cucumbers 250g,Saffola Milling,FRES-000087,890100284068,Fresh Produce,77,pack,83.94,117.79,2026-09-07,Aisle 02,chilled
Raw Matcha Green Tea Bitter Gourd (Karela) 8-Pack,Nature Harvest Kitchens,FRES-000088,890100284069,Fresh Produce,186,bunch,142.50,222.57,2026-08-29,Aisle 01,ambient
Low-Sodium Caramelized Onion Brioche Burger Buns 250ml,Royal Indian Goods,BAKE-000089,890100284070,Bakery & Deli,153,pack,273.57,438.10,2026-09-08,Aisle 03,ambient
Cold-Pressed Garlic & Herb Royal Basmati Rice Value Pack,Pashmina Foods,PANT-000090,890100284071,Pantry & Dry Goods,92,box,368.94,592.80,2026-08-27,Aisle 07,ambient
Select Garlic & Herb Oat Milk 150g,FarmGold Dairy,DAIR-000091,890100284072,Dairy & Eggs,109,bottle,67.90,125.61,2026-09-03,Aisle 03,chilled
Stone-Ground Mutton Chops 10kg,Pashmina Organics,MEAT-000092,890100284073,Meat & Seafood,228,pack,854.48,1575.75,2026-09-03,Aisle 04,chilled
Organic Masala Chai Extra Virgin Olive Oil 1kg,Deccan Plantations,PANT-000093,890100284074,Pantry & Dry Goods,58,box,452.35,565.45,2027-06-05,Aisle 07,ambient
Homestyle Hash Browns 6pk 200g,Tata Foods,FROZ-000094,890100284075,Frozen Foods,125,tub,257.83,400.20,2027-05-28,Aisle 08,frozen
Farm-Fresh Golden Ginger Urad Dal Whole 2L,Ganga Kitchens,PANT-000095,890100284076,Pantry & Dry Goods,123,box,124.31,202.96,2028-02-11,Aisle 06,ambient
Gluten-Free Kesar Pista Greek Yogurt 12-Pack,Nature Harvest Botanicals,DAIR-000096,890100284077,Dairy & Eggs,87,packet,191.10,321.68,2026-09-03,Aisle 02,chilled
Grass-Fed Golden Ginger Penne Rigate Pasta 250ml,Bhoomi Plantations,PANT-000097,890100284078,Pantry & Dry Goods,165,bottle,478.06,664.02,2026-08-28,Aisle 08,ambient
Signature Truffle Infused Organic Rolled Oats Snack Pack,Patanjali Foods,PANT-000098,890100284079,Pantry & Dry Goods,126,can,299.11,511.92,2026-08-23,Aisle 06,ambient
Homestyle Ajwain & Jeera Veg Burger Patties 150ml,Dabur Co.,FROZ-000099,890100284080,Frozen Foods,235,tub,265.36,472.14,2027-02-10,Aisle 08,frozen
Valley Fresh Smoked Paprika Diet Mixture Namkeen 2L,FarmGold Springs,SNAC-000100,890100284081,Snacks & Confectionery,67,bag,421.50,563.20,2026-10-17,Aisle 10,ambient
Desi Sweet Tamarind Kaju Katli Sweet Box 1kg,FarmGold Mills,SNAC-000101,890100284082,Snacks & Confectionery,173,tub,200.87,310.50,2027-01-25,Aisle 09,ambient
Plant-Based Kesar Pista Roasted Makhana Foxnuts 500g,Dabur Botanicals,SNAC-000102,890100284083,Snacks & Confectionery,46,tub,229.06,336.18,2026-12-31,Aisle 10,ambient
Rustic Smoked Paprika Hash Browns 6pk 1.5L,Bhoomi Organics,FROZ-000103,890100284084,Frozen Foods,240,bag,404.56,626.40,2027-07-03,Aisle 08,frozen
Whole-Grain Kashmiri Saffron Mozzarella Shredded 350g,SunBrite Plantations,DAIR-000104,890100284085,Dairy & Eggs,162,bottle,173.66,316.31,2026-09-04,Aisle 02,chilled
Organic Lemon Pepper Pure Jaggery Powder (Gud) 150g,Fortune Milling,PANT-000105,890100284086,Pantry & Dry Goods,38,bottle,307.07,564.45,2027-10-01,Aisle 07,ambient
Grass-Fed Makhana Crunch Biodegradable Garbage Bags 300g,SunBrite Plantations,HOUS-000106,890100284087,Household & Personal Care,161,packet,455.71,837.98,2027-12-09,Aisle 11,ambient
Stone-Ground Tandoori Smoked Frozen Samosas 12-Pack,Mother Dairy Plantations,FROZ-000107,890100284088,Frozen Foods,85,packet,148.19,258.09,2026-08-28,Aisle 08,frozen
Authentic Tulsi Honey Basa Fish Fillets 150g,Amul Goods,MEAT-000108,890100284089,Meat & Seafood,72,pcs,798.66,1154.69,2026-09-02,Aisle 05,chilled
Roasted Tandoori Smoked Atlantic Salmon Fillet 2L,Vedic Fresh Mills,MEAT-000109,890100284090,Meat & Seafood,216,pcs,884.15,1330.98,2026-09-03,Aisle 05,chilled
Stone-Ground Cream Cheese 150g,Saffola Co.,DAIR-000110,890100284091,Dairy & Eggs,101,tub,153.56,277.66,2026-09-10,Aisle 02,chilled
Grass-Fed Kachi Ghani Mustard Royal Basmati Rice Snack Pack,SunBrite Mills,PANT-000111,890100284092,Pantry & Dry Goods,153,jar,647.62,1007.44,2027-07-09,Aisle 08,ambient
Free-Range Tandoori Smoked Soy Milk Protein 300g,Mother Dairy Harvest,DAIR-000112,890100284093,Dairy & Eggs,217,tub,37.87,47.56,2026-09-14,Aisle 02,chilled
Free-Range Kashmiri Saffron Kitchen Paper Towels 4-Roll 2L,Pashmina Botanicals,HOUS-000113,890100284094,Household & Personal Care,127,box,475.43,830.79,2029-04-11,Aisle 11,ambient
Sun-Dried Garlic & Herb Lemons 2L,Green Earth Mills,FRES-000114,890100284095,Fresh Produce,42,bunch,54.53,94.89,2026-09-07,Aisle 02,chilled
Spiced Sweet Tamarind French Fries Crispy 1L,Saffola Dairy,FROZ-000115,890100284096,Frozen Foods,25,pack,318.30,455.70,2027-04-10,Aisle 09,frozen
Gourmet Nagpur Orange Gourmet Cookies Choco-Chip 1.5L,Himalayan Farms,SNAC-000116,890100284097,Snacks & Confectionery,135,bar,366.39,541.18,2027-04-27,Aisle 10,ambient
Smoked Kaju Katli Sweet Box 2-Pack,Nilgiri Provisions,SNAC-000117,890100284098,Snacks & Confectionery,24,tub,354.87,470.95,2027-04-14,Aisle 10,ambient
Signature Kachi Ghani Mustard Sparkling Mineral Water 24-Pack,Vedic Fresh Plantations,BEVE-000118,890100284099,Beverages,42,bottle,117.52,181.57,2027-02-12,Aisle 05,chilled
Roasted Tulsi Honey Unsalted White Butter 4-Pack,Ganga Foods,DAIR-000119,890100284100,Dairy & Eggs,125,packet,275.00,464.87,2026-08-30,Aisle 03,chilled
Premium Nagpur Orange Butter Murukku 500g,Pure Vedic Farms,SNAC-000120,890100284101,Snacks & Confectionery,143,tub,74.30,112.94,2026-12-30,Aisle 09,ambient
Handcrafted Dark Chocolate Kokum Sharbat 750ml,Satvik Provisions,BEVE-000121,890100284102,Beverages,103,box,347.90,552.03,2026-08-27,Aisle 06,chilled
Whole-Grain Apple Cider Vinegar Drink 6-Pack,Satvik Naturals,BEVE-000122,890100284103,Beverages,230,bottle,99.04,163.12,2026-10-29,Aisle 06,ambient
Royal Biodegradable Garbage Bags Snack Pack,Desi Organics Milling,HOUS-000123,890100284104,Household & Personal Care,66,box,373.09,656.15,2027-05-05,Aisle 11,ambient
Homestyle Roma Tomatoes 250ml,Vedic Fresh Mills,FRES-000124,890100284105,Fresh Produce,26,kg,83.67,142.22,2026-09-04,Aisle 02,chilled
Handcrafted Rose Infused Unsalted White Butter 12-Pack,SunBrite Foods,DAIR-000125,890100284106,Dairy & Eggs,136,box,178.15,263.48,2026-09-12,Aisle 02,chilled
Crisp Cold-Pressed Groundnut Oil 12-Pack,Vedic Fresh Springs,PANT-000126,890100284107,Pantry & Dry Goods,52,can,590.05,854.42,2027-07-23,Aisle 06,ambient
Farm-Fresh Fresh Chicken Curry Cut 1kg,Pure Vedic Botanicals,MEAT-000127,890100284108,Meat & Seafood,163,kg,427.16,722.46,2026-09-02,Aisle 05,chilled
Rustic Bath Tissue 6-Pack 1L,FarmGold Farms,HOUS-000128,890100284109,Household & Personal Care,79,pack,159.17,252.27,2028-06-06,Aisle 11,ambient
Wildcrafted Cardamom Spiced Surmai Steaks 1L,Deccan Agro,MEAT-000129,890100284110,Meat & Seafood,151,pack,784.02,1011.65,2026-08-29,Aisle 05,chilled
Zero-Sugar Lavash Crackers 1.5L,Fortune Harvest,BAKE-000130,890100284111,Bakery & Deli,44,pcs,89.45,134.89,2026-09-02,Aisle 04,ambient
Aged Cow Milk 1.5L,Patanjali Milling,DAIR-000131,890100284112,Dairy & Eggs,100,box,111.00,185.65,2026-09-25,Aisle 02,chilled
Valley Fresh Cardamom Spiced Amla Juice Pure 1kg,Heritage Provisions,BEVE-000132,890100284113,Beverages,138,box,186.12,302.74,2026-12-10,Aisle 06,chilled
Country Style Masala Chai Masala CTC Tea 10-Pack,FarmGold Springs,BEVE-000133,890100284114,Beverages,195,bottle,390.71,492.33,2027-02-20,Aisle 06,chilled
Cured Bagel Plain 4pk 8-Pack,FarmGold Kitchens,BAKE-000134,890100284115,Bakery & Deli,38,pack,312.19,492.77,2026-09-06,Aisle 03,ambient
Sweet Dark Chocolate Tender Coconut Water Value Pack,Bhoomi Naturals,BEVE-000135,890100284116,Beverages,45,pack,348.78,456.67,2026-11-13,Aisle 05,chilled
Free-Range Smoked Paprika Clove & Mint Toothpaste 250g,Deccan Agro,HOUS-000136,890100284117,Household & Personal Care,92,box,366.58,577.60,2027-05-30,Aisle 12,ambient
Zero-Sugar Dark Chocolate Cold-Pressed Groundnut Oil 24-Pack,Royal Indian Dairy,PANT-000137,890100284118,Pantry & Dry Goods,160,packet,176.02,227.46,2026-08-20,Aisle 08,ambient
Desi Dark Chocolate Butter Croissants 1.5L,Bhoomi Co.,BAKE-000138,890100284119,Bakery & Deli,54,pack,238.26,336.90,2026-09-01,Aisle 04,ambient
Select Tandoori Smoked Mosquito Vaporizer Refill 300g,Urban Roots Milling,HOUS-000139,890100284120,Household & Personal Care,66,bottle,498.80,913.05,2027-05-21,Aisle 11,ambient
Pure Sweet Tamarind Frozen Veg Momos Value Pack,Dabur Provisions,FROZ-000140,890100284121,Frozen Foods,201,box,356.89,522.71,2026-08-21,Aisle 08,frozen
Natural Coconut Cream Kitchen Paper Towels 4-Roll 200g,Pure Vedic Plantations,HOUS-000141,890100284122,Household & Personal Care,169,packet,219.01,403.02,2027-09-01,Aisle 12,ambient
Valley Fresh Kachi Ghani Mustard Nimbu Paani Soda 750g,Mother Dairy Organics,BEVE-000142,890100284123,Beverages,213,can,365.89,539.19,2027-08-03,Aisle 06,ambient
Valley Fresh Gourmet Cookies Choco-Chip 4-Pack,Pashmina Kitchens,SNAC-000143,890100284124,Snacks & Confectionery,39,box,492.30,798.54,2027-02-06,Aisle 10,ambient
Homestyle Dark Chocolate Extra Virgin Olive Oil 6-Pack,Organic Tattva Mills,PANT-000144,890100284125,Pantry & Dry Goods,177,jar,169.26,283.20,2027-12-12,Aisle 08,ambient
Pure Nagpur Orange Espresso Roast Ground Coffee 500ml,Satvik Agro,BEVE-000145,890100284126,Beverages,100,bag,165.26,245.30,2027-08-14,Aisle 06,chilled
Gluten-Free Nagpur Orange Surface Floor Cleaner Rose 6-Pack,Green Earth Provisions,HOUS-000146,890100284127,Household & Personal Care,237,packet,275.78,505.38,2028-01-07,Aisle 11,ambient
Homestyle Mint Lime Chicken Sausages 24-Pack,Patanjali Foods,MEAT-000147,890100284128,Meat & Seafood,149,kg,889.19,1584.31,2026-09-02,Aisle 04,chilled
Handcrafted Wood-Fired Veggie Pizza Value Pack,Everest Goods,FROZ-000148,890100284129,Frozen Foods,201,packet,415.40,658.91,2026-12-07,Aisle 09,frozen
Gourmet Green Peas Fresh 24-Pack,Royal Indian Harvest,FRES-000149,890100284130,Fresh Produce,108,pcs,103.36,135.07,2026-09-16,Aisle 02,ambient
Organic Tulsi Honey Kabuli Chana Large 1kg,Himalayan Naturals,PANT-000150,890100284131,Pantry & Dry Goods,200,jar,537.60,832.54,2028-07-22,Aisle 08,ambient
Whole-Grain Mint Lime Tender Coconut Water 300g,Tata Goods,BEVE-000151,890100284132,Beverages,225,pack,357.41,601.77,2027-06-15,Aisle 05,chilled
Roasted Kokum Sharbat 10-Pack,Fortune Foods,BEVE-000152,890100284133,Beverages,159,can,157.92,286.72,2026-09-24,Aisle 05,chilled
Gluten-Free Mosquito Vaporizer Refill 2-Pack,Mother Dairy Farms,HOUS-000153,890100284134,Household & Personal Care,146,tube,358.62,493.84,2028-08-24,Aisle 12,ambient
Heritage Gouda Block 2-Pack,Deccan Mills,DAIR-000154,890100284135,Dairy & Eggs,163,packet,377.66,603.72,2026-09-17,Aisle 02,chilled
Country Style Sea Salt Boneless Chicken Breast 4-Pack,Organic Tattva Organics,MEAT-000155,890100284136,Meat & Seafood,24,pack,376.90,563.27,2026-09-03,Aisle 05,chilled
Stone-Ground Paneer Paratha Frozen Family Pack,Patanjali Foods,FROZ-000156,890100284137,Frozen Foods,29,tub,190.76,343.37,2026-11-08,Aisle 08,frozen
Cured Liquid Laundry Detergent 2kg,FarmGold Organics,HOUS-000157,890100284138,Household & Personal Care,100,packet,266.26,449.75,2027-11-14,Aisle 12,ambient
