Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Extra-Virgin Sweet Tamarind Kaju Katli Sweet Box 500ml,Pashmina Co.,SNAC-000053,890100273814,Snacks & Confectionery,105,tub,236.29,378.40,2027-01-16,Aisle 09,ambient
Handcrafted Chicken Salami Snack Pack,Royal Indian Springs,BAKE-000054,890100273815,Bakery & Deli,101,pack,219.35,313.97,2026-08-30,Aisle 04,ambient
Gourmet Shampoo Anti-Dandruff 200g,Amul Mills,HOUS-000055,890100273816,Household & Personal Care,123,box,514.23,908.61,2027-11-24,Aisle 11,ambient
Cured Masala Chai Watermelon 6-Pack,Dabur Agro,FRES-000056,890100273817,Fresh Produce,144,bag,56.57,100.46,2026-09-16,Aisle 02,ambient
Handcrafted Veg Spring Rolls 200ml,Ganga Organics,FROZ-000057,890100273818,Frozen Foods,217,pack,123.70,194.93,2026-11-01,Aisle 09,frozen
Desi Pomegranates 10kg,Dabur Milling,FRES-000058,890100273819,Fresh Produce,83,bunch,85.48,152.24,2026-09-16,Aisle 02,chilled
Zero-Sugar Dark Chocolate Organic Brown Sugar 50g,Organic Tattva Springs,PANT-000059,890100273820,Pantry & Dry Goods,221,can,325.43,590.98,2027-07-21,Aisle 08,ambient
Cold-Pressed Kesar Pista Avocados 1.5L,Royal Indian Co.,FRES-000060,890100273821,Fresh Produce,41,kg,149.83,236.08,2026-08-29,Aisle 01,chilled
Organic Masala Chai Fabric Softener Floral 5kg,Mother Dairy Organics,HOUS-000061,890100273822,Household & Personal Care,23,packet,353.66,481.28,2027-06-22,Aisle 11,ambient
Unpolished Makhana Crunch Biodegradable Garbage Bags 50g,Pure Vedic Plantations,HOUS-000062,890100273823,Household & Personal Care,241,tube,473.71,612.07,2028-08-12,Aisle 12,ambient
Whole-Grain Mixed Berries Frozen 10kg,Pure Vedic Mills,FROZ-000063,890100273824,Frozen Foods,191,pack,178.88,234.26,2026-08-15,Aisle 08,frozen
Smoked Masala Chai Tiger Prawns Jumbo 350g,Satvik Harvest,MEAT-000064,890100273825,Meat & Seafood,125,kg,284.57,461.68,2026-08-30,Aisle 04,chilled
Signature Bananas 50g,Green Earth Botanicals,FRES-000065,890100273826,Fresh Produce,4,pack,120.65,204.58,2026-09-13,Aisle 01,chilled
Desi Cucumbers 4-Pack,Deccan Naturals,FRES-000066,890100273827,Fresh Produce,9,bunch,76.86,127.45,2026-08-28,Aisle 02,ambient
Crisp Truffle Infused Gourmet Cookies Choco-Chip 100g,Organic Tattva Springs,SNAC-000067,890100273828,Snacks & Confectionery,34,pack,308.63,562.29,2026-10-11,Aisle 10,ambient
Authentic Vanilla Bean Multigrain Tortillas 500g,Pure Vedic Farms,BAKE-000068,890100273829,Bakery & Deli,121,pack,304.94,452.00,2026-09-07,Aisle 03,chilled
Cold-Pressed Apple Cider Vinegar Drink 100g,Organic Tattva Kitchens,BEVE-000069,890100273830,Beverages,191,box,197.19,337.27,2027-08-11,Aisle 05,ambient
Whole-Grain Soy Milk Protein 12-Pack,Saffola Harvest,DAIR-000070,890100273831,Dairy & Eggs,198,box,144.94,224.14,2026-08-28,Aisle 03,chilled
Artisan Vanilla Bean Smoked Chicken Slices 5kg,Royal Indian Harvest,BAKE-000071,890100273832,Bakery & Deli,55,box,316.47,457.39,2026-09-01,Aisle 04,ambient
Plant-Based Penne Rigate Pasta 2-Pack,Amul Farms,PANT-000072,890100273833,Pantry & Dry Goods,89,can,80.22,130.60,2026-08-28,Aisle 08,ambient
Artisan Butter Croissants 750ml,Deccan Milling,BAKE-000073,890100273834,Bakery & Deli,229,pack,236.43,389.97,2026-09-08,Aisle 04,ambient
Crisp French Fries Crispy 250g,Fortune Farms,FROZ-000074,890100273835,Frozen Foods,131,packet,189.91,275.98,2027-07-10,Aisle 08,frozen
Gourmet Tiger Prawns Jumbo 150g,Kaveri Organics,MEAT-000075,890100273836,Meat & Seafood,143,pack,688.87,896.72,2026-08-30,Aisle 05,chilled
Unpolished Smoked Paprika Pomfret Whole 500g,Fortune Co.,MEAT-000076,890100273837,Meat & Seafood,243,pack,421.34,644.14,2026-08-30,Aisle 05,chilled
Sun-Dried Garlic & Herb Frozen Paneer Cubes Value Pack,Heritage Goods,FROZ-000077,890100273838,Frozen Foods,211,tub,341.91,489.54,2026-11-13,Aisle 09,frozen
Heritage Vanilla Bean Sparkling Mineral Water 5L,Amul Milling,BEVE-000078,890100273839,Beverages,99,bag,262.25,336.88,2027-05-30,Aisle 05,ambient
Whole-Grain Cinnamon Swirl Buns 300g,Patanjali Provisions,BAKE-000079,890100273840,Bakery & Deli,157,pcs,260.03,452.38,2026-09-03,Aisle 03,chilled
Pure Lemon Pepper Basa Fish Fillets 300g,Green Earth Milling,MEAT-000080,890100273841,Meat & Seafood,115,pack,696.83,1168.30,2026-08-29,Aisle 04,chilled
Authentic Cinnamon Spice Bath Tissue 6-Pack 2-Pack,Urban Roots Kitchens,HOUS-000081,890100273842,Household & Personal Care,139,pack,397.70,715.92,2026-08-28,Aisle 12,ambient
Grass-Fed Garlic & Herb Kaju Katli Sweet Box 10kg,Desi Organics Farms,SNAC-000082,890100273843,Snacks & Confectionery,143,bag,117.67,216.82,2027-01-18,Aisle 10,ambient
Heritage Rose Infused Lavash Crackers 250g,Himalayan Botanicals,BAKE-000083,890100273844,Bakery & Deli,167,pcs,211.81,267.47,2026-08-29,Aisle 03,chilled
Grass-Fed Toasted Sesame Feta Cheese 350g,Pashmina Co.,DAIR-000084,890100273845,Dairy & Eggs,85,bottle,121.31,162.28,2026-09-25,Aisle 03,chilled
Pure Chatpata Masala Bottle Gourd (Lauki) 150ml,FarmGold Farms,FRES-000085,890100273846,Fresh Produce,196,kg,93.31,138.18,2026-09-10,Aisle 01,chilled
Aged Caramelized Onion Dishwash Gel Lemon 2kg,Bhoomi Agro,HOUS-000086,890100273847,Household & Personal Care,19,tube,258.16,463.10,2028-05-31,Aisle 12,ambient
Low-Sodium Rawa Sooji 100g,Himalayan Provisions,PANT-000087,890100273848,Pantry & Dry Goods,114,bottle,513.96,879.04,2028-07-11,Aisle 08,ambient
Signature Tulsi Honey Fresh Chicken Curry Cut 10-Pack,FarmGold Agro,MEAT-000088,890100273849,Meat & Seafood,229,pack,156.02,253.64,2026-08-29,Aisle 04,chilled
Golden Edamame Pods 4-Pack,Saffola Organics,FROZ-000089,890100273850,Frozen Foods,79,pack,127.51,230.14,2027-08-04,Aisle 09,frozen
Plant-Based Jalapeno Lime Chicken Keema 24-Pack,Urban Roots Foods,MEAT-000090,890100273851,Meat & Seafood,68,kg,643.53,921.99,2026-09-02,Aisle 05,chilled
Natural Electrolyte Energy Drink 50g,Desi Organics Botanicals,BEVE-000091,890100273852,Beverages,172,pack,149.11,224.39,2026-12-16,Aisle 06,chilled
Royal Kokum Sharbat 200ml,Pure Vedic Milling,BEVE-000092,890100273853,Beverages,218,bottle,108.26,148.04,2027-03-07,Aisle 06,chilled
Rustic Kaju Katli Sweet Box 200ml,Heritage Agro,SNAC-000093,890100273854,Snacks & Confectionery,208,bag,430.09,775.56,2027-01-05,Aisle 10,ambient
Country Style Pav 6-Pack 150ml,Urban Roots Kitchens,BAKE-000094,890100273855,Bakery & Deli,236,box,172.64,314.69,2026-09-10,Aisle 04,chilled
Unpolished Truffle Infused Mixed Berries Frozen 50g,Everest Mills,FROZ-000095,890100273856,Frozen Foods,209,bag,178.25,260.40,2026-10-29,Aisle 09,frozen
Desi Pears 10kg,Amul Kitchens,FRES-000096,890100273857,Fresh Produce,89,pcs,21.80,28.83,2026-09-07,Aisle 02,chilled
Smoked Kashmiri Saffron Chaash / Buttermilk 400g,SunBrite Botanicals,DAIR-000097,890100273858,Dairy & Eggs,131,pack,365.74,485.62,2026-09-08,Aisle 03,chilled
Plant-Based Iced Lemon Tea 1kg,Green Earth Milling,BEVE-000098,890100273859,Beverages,181,bag,387.86,648.63,2026-12-03,Aisle 06,chilled
Aged Sweet Tamarind Rawa Sooji 150ml,FarmGold Springs,PANT-000099,890100273860,Pantry & Dry Goods,93,jar,71.55,111.92,2027-03-16,Aisle 07,ambient
Premium Coconut Cream Pink Himalayan Salt 8-Pack,Fortune Farms,PANT-000100,890100273861,Pantry & Dry Goods,96,jar,275.11,470.99,2027-05-29,Aisle 07,ambient
Signature Hash Browns 6pk 6-Pack,Vedic Fresh Agro,FROZ-000101,890100273862,Frozen Foods,228,pack,295.86,451.84,2027-05-18,Aisle 08,frozen
Rustic Chicken Sausages 6-Pack,Green Earth Harvest,MEAT-000102,890100273863,Meat & Seafood,78,kg,241.99,434.70,2026-09-02,Aisle 04,chilled
Sweet Pineapples 50g,Nilgiri Harvest,FRES-000103,890100273864,Fresh Produce,235,pack,44.14,68.50,2026-09-08,Aisle 01,chilled
Desi Garlic & Herb Rawa Sooji 300g,Mother Dairy Farms,PANT-000104,890100273865,Pantry & Dry Goods,29,jar,563.71,957.03,2027-08-15,Aisle 06,ambient
Gourmet Chamomile Herbal Tea 750g,Mother Dairy Botanicals,BEVE-000105,890100273866,Beverages,195,can,377.21,681.11,2027-01-23,Aisle 05,chilled
Raw Tulsi Honey Cow Milk 500g,Vedic Fresh Kitchens,DAIR-000106,890100273867,Dairy & Eggs,61,bottle,156.01,258.47,2026-09-06,Aisle 02,chilled
Crisp Baby Spinach 50g,Nilgiri Plantations,FRES-000107,890100273868,Fresh Produce,37,pack,67.81,122.05,2026-08-29,Aisle 01,ambient
Rustic Nagpur Orange Roma Tomatoes 10kg,Fortune Milling,FRES-000108,890100273869,Fresh Produce,208,pcs,139.21,219.48,2026-09-11,Aisle 02,ambient
Valley Fresh Coconut Cream Spicy Peanut Chikki 750ml,Vedic Fresh Harvest,SNAC-000109,890100273870,Snacks & Confectionery,23,tub,504.16,866.38,2027-02-04,Aisle 10,ambient
Country Style Chatpata Masala Soan Papdi Box 2-Pack,Royal Indian Goods,SNAC-000110,890100273871,Snacks & Confectionery,14,tub,344.71,521.31,2027-06-04,Aisle 10,ambient
Sun-Dried Dry Fruits Trail Mix 150ml,Satvik Foods,SNAC-000111,890100273872,Snacks & Confectionery,54,tub,436.98,693.63,2026-08-30,Aisle 09,ambient
Cold-Pressed Coriander Leaves 4-Pack,Ganga Organics,FRES-000112,890100273873,Fresh Produce,193,kg,144.46,265.49,2026-09-03,Aisle 02,ambient
Rustic Ricotta Fresh 750g,Pashmina Provisions,DAIR-000113,890100273874,Dairy & Eggs,236,pack,147.66,244.44,2026-09-10,Aisle 03,chilled
Cold-Pressed Spicy Peanut Chikki 300g,SunBrite Botanicals,SNAC-000114,890100273875,Snacks & Confectionery,109,packet,382.46,681.48,2026-08-15,Aisle 10,ambient
Low-Sodium Spicy Peanut Chikki 200g,Mother Dairy Harvest,SNAC-000115,890100273876,Snacks & Confectionery,35,bar,461.85,627.70,2027-05-05,Aisle 09,ambient
Sweet Bamboo Toothbrush 2pk 200ml,Satvik Naturals,HOUS-000116,890100273877,Household & Personal Care,16,tube,456.58,788.54,2029-02-03,Aisle 12,ambient
Select Red Chilli & Garlic Shampoo Anti-Dandruff 250ml,Kaveri Dairy,HOUS-000117,890100273878,Household & Personal Care,215,tube,75.74,130.18,2029-03-29,Aisle 11,ambient
Grass-Fed Sparkling Mineral Water 150ml,Green Earth Milling,BEVE-000118,890100273879,Beverages,50,box,233.84,312.22,2027-06-19,Aisle 06,chilled
Roasted Sparkling Mineral Water 500ml,Saffola Organics,BEVE-000119,890100273880,Beverages,11,bottle,301.56,546.55,2026-08-28,Aisle 06,ambient
Artisan Pita Bread 100g,Pure Vedic Mills,BAKE-000120,890100273881,Bakery & Deli,225,box,158.46,277.41,2026-09-07,Aisle 03,ambient
Heritage Smoked Paprika Filter Coffee Beans 2kg,Urban Roots Harvest,BEVE-000121,890100273882,Beverages,35,box,197.67,343.75,2027-07-07,Aisle 05,ambient
Premium Surface Floor Cleaner Rose 750g,Vedic Fresh Mills,HOUS-000122,890100273883,Household & Personal Care,125,packet,599.30,774.67,2028-11-02,Aisle 12,ambient
Gourmet Sweet Tamarind Butter Murukku 750ml,FarmGold Naturals,SNAC-000123,890100273884,Snacks & Confectionery,55,tub,321.25,483.85,2027-05-30,Aisle 10,ambient
Pure Red Chilli & Garlic Surface Floor Cleaner Rose 500ml,Heritage Co.,HOUS-000124,890100273885,Household & Personal Care,39,pack,286.16,376.91,2027-08-13,Aisle 12,ambient
Royal Aloo Tikki 8-Pack 4-Pack,Vedic Fresh Springs,FROZ-000125,890100273886,Frozen Foods,101,pack,345.68,449.04,2026-12-12,Aisle 09,frozen
Unpolished Red Chilli & Garlic Gulab Jamun Tin 1kg,Desi Organics Dairy,SNAC-000126,890100273887,Snacks & Confectionery,16,packet,62.39,78.43,2026-12-07,Aisle 09,ambient
Rustic Nagpur Orange Cream Cheese 200ml,Saffola Springs,DAIR-000127,890100273888,Dairy & Eggs,25,carton,307.14,391.90,2026-09-17,Aisle 02,chilled
Spiced Sea Salt Goat Mince Premium 10-Pack,Nature Harvest Naturals,MEAT-000128,890100273889,Meat & Seafood,105,kg,776.78,1413.46,2026-08-29,Aisle 04,chilled
Plant-Based Jalapeno Lime Nimbu Paani Soda 200g,Amul Organics,BEVE-000129,890100273890,Beverages,164,carton,360.77,488.02,2027-05-10,Aisle 06,ambient
Crisp Sea Salt Fresh Mosambi Juice 2L,Bhoomi Plantations,BEVE-000130,890100273891,Beverages,64,bag,309.64,549.85,2026-11-24,Aisle 06,chilled
Artisan Kabuli Chana Large 2kg,Organic Tattva Farms,PANT-000131,890100273892,Pantry & Dry Goods,190,packet,109.58,143.42,2028-05-05,Aisle 08,ambient
Royal Lemon Pepper Chicken Keema Snack Pack,Urban Roots Organics,MEAT-000132,890100273893,Meat & Seafood,8,kg,289.35,407.24,2026-09-02,Aisle 05,chilled
Homestyle Catla Fish Steaks 150ml,Everest Milling,MEAT-000133,890100273894,Meat & Seafood,238,pcs,206.80,358.94,2026-09-02,Aisle 05,chilled
Homestyle Garlic Bulbs 500ml,Deccan Naturals,FRES-000134,890100273895,Fresh Produce,169,pcs,69.40,89.80,2026-09-07,Aisle 02,chilled
Stone-Ground Sweet Tamarind Apple Cider Vinegar Drink 2-Pack,Vedic Fresh Goods,BEVE-000135,890100273896,Beverages,34,bag,345.93,463.03,2026-08-23,Aisle 06,ambient
Farm-Fresh Smoked Paprika Carrots 6-Pack,Pure Vedic Kitchens,FRES-000136,890100273897,Fresh Produce,52,pcs,75.29,132.29,2026-09-04,Aisle 01,ambient
Organic Masala Chai Dishwash Gel Lemon 10-Pack,Royal Indian Plantations,HOUS-000137,890100273898,Household & Personal Care,47,tube,429.43,599.93,2027-03-27,Aisle 12,ambient
Roasted Garlic & Herb Wood-Fired Veggie Pizza Family Pack,Saffola Harvest,FROZ-000138,890100273899,Frozen Foods,131,box,395.85,705.91,2027-02-13,Aisle 09,frozen
Golden Pista Almond Atlantic Salmon Fillet 250ml,Saffola Mills,MEAT-000139,890100273900,Meat & Seafood,214,kg,941.18,1573.55,2026-09-02,Aisle 04,chilled
Homestyle Vanilla Bean Baby Spinach 12-Pack,Satvik Agro,FRES-000140,890100273901,Fresh Produce,43,pcs,154.51,217.12,2026-09-05,Aisle 01,chilled
Rustic Veg Spring Rolls 500g,Mother Dairy Agro,FROZ-000141,890100273902,Frozen Foods,228,packet,157.10,240.69,2027-01-18,Aisle 09,frozen
Heritage Electrolyte Energy Drink 350g,Nature Harvest Dairy,BEVE-000142,890100273903,Beverages,76,box,373.89,468.68,2026-08-27,Aisle 05,chilled
Low-Sodium Ajwain & Jeera Amla Juice Pure Snack Pack,Dabur Foods,BEVE-000143,890100273904,Beverages,130,pack,426.56,768.33,2027-02-09,Aisle 05,ambient
Pure Nimbu Paani Soda 10-Pack,Saffola Naturals,BEVE-000144,890100273905,Beverages,86,pack,432.76,704.44,2026-08-28,Aisle 05,ambient
Cured Tulsi Honey Flavored Yogurt 750g,Nilgiri Kitchens,DAIR-000145,890100273906,Dairy & Eggs,34,bottle,373.92,677.98,2026-09-22,Aisle 02,chilled
Roasted Mint Lime Surface Floor Cleaner Rose 330ml,Bhoomi Springs,HOUS-000146,890100273907,Household & Personal Care,158,pack,220.50,302.49,2029-03-31,Aisle 11,ambient
Premium Soy Milk Protein 6-Pack,Bhoomi Kitchens,DAIR-000147,890100273908,Dairy & Eggs,6,carton,435.05,801.28,2026-09-22,Aisle 03,chilled
Premium Yukon Gold Potatoes 4-Pack,Fortune Dairy,FRES-000148,890100273909,Fresh Produce,156,pcs,150.39,218.49,2026-08-31,Aisle 02,ambient
Extra-Virgin Iced Lemon Tea 6-Pack,Vedic Fresh Provisions,BEVE-000149,890100273910,Beverages,27,box,415.27,719.93,2027-02-04,Aisle 06,ambient
Roasted Cardamom Spiced Chicken Salami 500g,Mother Dairy Kitchens,BAKE-000150,890100273911,Bakery & Deli,77,box,129.31,197.86,2026-08-19,Aisle 03,ambient
Rustic Cashew Paste Curry Base Snack Pack,Organic Tattva Naturals,PANT-000151,890100273912,Pantry & Dry Goods,247,box,319.87,400.63,2027-04-20,Aisle 07,ambient
Sweet Pista Almond Diet Mixture Namkeen 150g,Catch Foods,SNAC-000152,890100273913,Snacks & Confectionery,242,tub,160.11,207.18,2027-04-11,Aisle 09,ambient
Whole-Grain Kachi Ghani Mustard Ciabatta Roll 8-Pack,Nilgiri Agro,BAKE-000153,890100273914,Bakery & Deli,126,pack,212.10,383.47,2026-09-06,Aisle 04,chilled
Handcrafted Makhana Crunch Frozen Green Peas 400g,Deccan Milling,FROZ-000154,890100273915,Frozen Foods,12,packet,121.35,210.94,2027-02-23,Aisle 08,frozen
Organic Cinnamon Spice Mishri Mawa 500ml,Tata Naturals,DAIR-000155,890100273916,Dairy & Eggs,240,packet,516.79,729.96,2026-09-07,Aisle 03,chilled
Unpolished Makhana Crunch Kaju Katli Sweet Box 250ml,Catch Dairy,SNAC-000156,890100273917,Snacks & Confectionery,5,tub,406.72,628.82,2026-12-08,Aisle 10,ambient
Desi California Almonds 1L,Fortune Milling,SNAC-000157,890100273918,Snacks & Confectionery,161,pack,243.00,310.55,2026-11-13,Aisle 10,ambient
Heritage Smoked Paprika Boneless Chicken Breast 10kg,Ganga Goods,MEAT-000158,890100273919,Meat & Seafood,167,kg,941.41,1334.25,2026-09-02,Aisle 05,chilled
Authentic Cashew Paste Curry Base 150g,Pashmina Foods,PANT-000159,890100273920,Pantry & Dry Goods,221,bottle,40.39,69.74,2026-08-29,Aisle 06,ambient
