Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Free-Range Red Chilli & Garlic French Fries Crispy 200g,Amul Milling,FROZ-000065,890100301291,Frozen Foods,193,packet,78.45,121.86,2027-03-20,Aisle 08,frozen
Homestyle Cardamom Spiced Moong Dal Washed 2-Pack,Urban Roots Harvest,PANT-000066,890100301292,Pantry & Dry Goods,143,can,590.65,965.71,2027-05-14,Aisle 07,ambient
Valley Fresh Cardamom Spiced Coconut Milk Canned 24-Pack,Kaveri Naturals,PANT-000067,890100301293,Pantry & Dry Goods,200,bag,291.58,371.10,2027-09-21,Aisle 07,ambient
Whole-Grain Dark Chocolate Royal Basmati Rice 2L,Himalayan Provisions,PANT-000068,890100301294,Pantry & Dry Goods,134,jar,671.72,920.02,2026-08-22,Aisle 06,ambient
Homestyle Makhana Crunch Lavash Crackers 300g,Ganga Milling,BAKE-000069,890100301295,Bakery & Deli,91,box,68.41,89.91,2026-09-05,Aisle 03,chilled
Gluten-Free Sea Salt Badam Milk Drink 4-Pack,Organic Tattva Kitchens,BEVE-000070,890100301296,Beverages,211,box,106.84,184.23,2026-11-02,Aisle 06,chilled
Desi Vanilla Bean Urad Dal Whole 300g,SunBrite Mills,PANT-000071,890100301297,Pantry & Dry Goods,109,jar,134.31,221.88,2028-06-14,Aisle 06,ambient
Extra-Virgin Granola Health Bars 300g,Nilgiri Dairy,SNAC-000072,890100301298,Snacks & Confectionery,45,packet,255.16,448.38,2027-04-19,Aisle 09,ambient
Plant-Based Crab Meat Fresh 2-Pack,Ganga Mills,MEAT-000073,890100301299,Meat & Seafood,5,pcs,698.92,927.09,2026-08-29,Aisle 04,chilled
Signature Nagpur Orange Chamomile Herbal Tea Value Pack,Desi Organics Organics,BEVE-000074,890100301300,Beverages,227,box,298.24,479.03,2027-01-17,Aisle 05,ambient
Rustic Veg Burger Patties Value Pack,FarmGold Springs,FROZ-000075,890100301301,Frozen Foods,121,packet,281.56,435.50,2026-08-26,Aisle 08,frozen
Select Tonic Water Premium Family Pack,Deccan Botanicals,BEVE-000076,890100301302,Beverages,32,can,337.31,481.25,2027-07-13,Aisle 05,chilled
Spiced Roasted Salted Cashews 1.5L,Fortune Foods,SNAC-000077,890100301303,Snacks & Confectionery,154,tub,186.41,267.99,2026-11-22,Aisle 09,ambient
Plant-Based Caramelized Onion Shampoo Anti-Dandruff Snack Pack,Nature Harvest Milling,HOUS-000078,890100301304,Household & Personal Care,135,pack,447.23,674.86,2029-04-15,Aisle 12,ambient
Gourmet Ajwain & Jeera Fresh Mint (Pudina) 150g,Urban Roots Mills,FRES-000079,890100301305,Fresh Produce,158,bunch,30.08,47.46,2026-09-02,Aisle 02,ambient
Smoked Catla Fish Steaks 350g,FarmGold Kitchens,MEAT-000080,890100301306,Meat & Seafood,169,pcs,255.76,387.42,2026-08-31,Aisle 04,chilled
Aged Strawberries 500g,Deccan Dairy,FRES-000081,890100301307,Fresh Produce,7,bunch,106.06,171.17,2026-09-04,Aisle 02,ambient
Artisan Feta Cheese 400g,Pashmina Goods,DAIR-000082,890100301308,Dairy & Eggs,222,bottle,82.69,144.33,2026-09-23,Aisle 02,chilled
Royal Desi Cow Ghee 10kg,Pashmina Kitchens,DAIR-000083,890100301309,Dairy & Eggs,135,carton,182.13,292.63,2026-08-17,Aisle 02,chilled
Handcrafted Roasted Salted Cashews 4-Pack,Nilgiri Milling,SNAC-000084,890100301310,Snacks & Confectionery,193,tub,415.61,757.17,2026-10-29,Aisle 09,ambient
Valley Fresh Paneer Block 250g,Satvik Kitchens,DAIR-000085,890100301311,Dairy & Eggs,87,carton,214.63,291.99,2026-09-02,Aisle 03,chilled
Desi Gouda Block 200g,Vedic Fresh Kitchens,DAIR-000086,890100301312,Dairy & Eggs,231,tub,49.47,75.57,2026-09-07,Aisle 03,chilled
Sweet Pista Almond Brioche Burger Buns 50g,Green Earth Harvest,BAKE-000087,890100301313,Bakery & Deli,162,pack,262.27,460.12,2026-08-29,Aisle 03,chilled
Select Red Chilli & Garlic Bagel Plain 4pk 150g,Kaveri Co.,BAKE-000088,890100301314,Bakery & Deli,179,pcs,157.87,204.85,2026-09-08,Aisle 03,chilled
Country Style Kashmiri Saffron Crab Meat Fresh 150g,Mother Dairy Farms,MEAT-000089,890100301315,Meat & Seafood,33,kg,750.43,987.88,2026-09-02,Aisle 05,chilled
Cured Roasted Salted Cashews 250ml,Nilgiri Harvest,SNAC-000090,890100301316,Snacks & Confectionery,214,bar,546.55,958.86,2027-01-09,Aisle 10,ambient
Low-Sodium Chicken Salami 200g,Fortune Naturals,BAKE-000091,890100301317,Bakery & Deli,136,pack,38.09,54.53,2026-09-09,Aisle 04,ambient
Grass-Fed Masala Chai Frozen Green Peas Value Pack,Heritage Kitchens,FROZ-000092,890100301318,Frozen Foods,84,tub,377.56,675.27,2026-12-06,Aisle 09,frozen
Aged Tulsi Honey Fresh Methi 400g,FarmGold Co.,FRES-000093,890100301319,Fresh Produce,77,bag,61.73,91.22,2026-09-13,Aisle 01,chilled
Spiced Surmai Steaks 200ml,Nature Harvest Mills,MEAT-000094,890100301320,Meat & Seafood,122,pack,326.66,508.85,2026-08-31,Aisle 04,chilled
Heritage Nagpur Orange Urad Dal Whole Family Pack,Green Earth Goods,PANT-000095,890100301321,Pantry & Dry Goods,99,jar,292.66,385.67,2027-04-01,Aisle 08,ambient
Homestyle Bottle Gourd (Lauki) Value Pack,Catch Agro,FRES-000096,890100301322,Fresh Produce,122,bunch,31.62,53.49,2026-09-04,Aisle 01,ambient
Gluten-Free Atlantic Salmon Fillet 200g,Tata Plantations,MEAT-000097,890100301323,Meat & Seafood,161,kg,448.01,733.28,2026-08-30,Aisle 05,chilled
Premium Dark Chocolate Desi Cow Ghee 250g,Heritage Dairy,DAIR-000098,890100301324,Dairy & Eggs,18,bottle,333.58,558.06,2026-09-07,Aisle 03,chilled
Extra-Virgin Electrolyte Energy Drink 750g,Heritage Naturals,BEVE-000099,890100301325,Beverages,63,box,240.27,441.38,2027-08-12,Aisle 06,ambient
Handcrafted Sparkling Mineral Water 100g,Fortune Naturals,BEVE-000100,890100301326,Beverages,72,pack,269.30,434.59,2026-11-24,Aisle 05,chilled
Roasted Toasted Sesame Lavash Crackers 2-Pack,Bhoomi Plantations,BAKE-000101,890100301327,Bakery & Deli,6,pcs,179.63,287.78,2026-09-07,Aisle 03,chilled
Select Truffle Infused Butter Murukku 2kg,Green Earth Agro,SNAC-000102,890100301328,Snacks & Confectionery,4,box,267.94,452.95,2026-11-20,Aisle 09,ambient
Artisan Golden Ginger Gouda Block 1L,Saffola Mills,DAIR-000103,890100301329,Dairy & Eggs,85,carton,430.86,746.45,2026-09-03,Aisle 03,chilled
Signature Pista Almond Tonic Water Premium 200ml,Ganga Harvest,BEVE-000104,890100301330,Beverages,14,bag,96.89,150.26,2027-07-07,Aisle 05,chilled
Whole-Grain Chaash / Buttermilk 6-Pack,Fortune Agro,DAIR-000105,890100301331,Dairy & Eggs,34,bottle,296.16,421.69,2026-09-13,Aisle 03,chilled
Gourmet Green Chillies 5kg,Fortune Milling,FRES-000106,890100301332,Fresh Produce,175,pcs,45.24,70.09,2026-08-30,Aisle 02,chilled
Roasted Cardamom Spiced Fresh Rohu Fish 8-Pack,Nilgiri Farms,MEAT-000107,890100301333,Meat & Seafood,121,pack,413.74,647.35,2026-08-30,Aisle 05,chilled
Heritage Pita Bread 10-Pack,Green Earth Organics,BAKE-000108,890100301334,Bakery & Deli,95,pack,153.31,248.15,2026-09-10,Aisle 03,ambient
Low-Sodium Sweet Tamarind Gourmet Cookies Choco-Chip 24-Pack,Himalayan Organics,SNAC-000109,890100301335,Snacks & Confectionery,198,box,426.31,692.80,2026-08-30,Aisle 10,ambient
Spiced Frozen Green Peas 500ml,Amul Goods,FROZ-000110,890100301336,Frozen Foods,85,packet,145.05,219.06,2027-06-25,Aisle 08,frozen
Roasted Kashmiri Saffron Tiger Prawns Jumbo Snack Pack,Amul Naturals,MEAT-000111,890100301337,Meat & Seafood,220,pack,437.54,572.21,2026-09-03,Aisle 05,chilled
Extra-Virgin Tender Coconut Water 330ml,Nilgiri Harvest,BEVE-000112,890100301338,Beverages,28,can,195.60,356.27,2027-07-02,Aisle 05,ambient
Royal Masala Chai Himalayan Spring Water 8-Pack,Green Earth Springs,BEVE-000113,890100301339,Beverages,128,box,112.30,206.46,2026-11-28,Aisle 06,chilled
Sun-Dried Dry Fruits Trail Mix 1kg,FarmGold Goods,SNAC-000114,890100301340,Snacks & Confectionery,28,pack,408.29,584.36,2027-04-16,Aisle 10,ambient
Valley Fresh Cream Cheese 200ml,Everest Provisions,DAIR-000115,890100301341,Dairy & Eggs,94,packet,94.41,163.77,2026-09-20,Aisle 02,chilled
Extra-Virgin Spicy Peanut Chikki 150g,Vedic Fresh Springs,SNAC-000116,890100301342,Snacks & Confectionery,9,bag,82.03,137.63,2027-02-01,Aisle 09,ambient
Cold-Pressed Kashmiri Saffron Lassi Mango Infused 500g,Dabur Plantations,DAIR-000117,890100301343,Dairy & Eggs,226,pack,128.93,170.42,2026-09-10,Aisle 03,chilled
Raw Mint Lime Tender Coconut Water 250ml,Nature Harvest Organics,BEVE-000118,890100301344,Beverages,231,pack,233.68,379.45,2027-02-27,Aisle 06,chilled
Plant-Based Caramelized Onion Bamboo Toothbrush 2pk 6-Pack,Patanjali Goods,HOUS-000119,890100301345,Household & Personal Care,22,packet,225.03,327.88,2028-09-04,Aisle 11,ambient
Heritage Coriander Leaves 150ml,Patanjali Organics,FRES-000120,890100301346,Fresh Produce,111,bag,91.52,158.96,2026-09-11,Aisle 01,ambient
Traditional Pista Almond Mosquito Vaporizer Refill 500g,Green Earth Organics,HOUS-000121,890100301347,Household & Personal Care,124,tube,71.40,101.14,2028-12-30,Aisle 12,ambient
Sweet Garlic & Herb 70% Dark Chocolate Bar Value Pack,Dabur Harvest,SNAC-000122,890100301348,Snacks & Confectionery,49,tub,189.14,249.29,2027-03-06,Aisle 10,ambient
Stone-Ground Tender Coconut Water 1.5L,Fortune Farms,BEVE-000123,890100301349,Beverages,13,bag,79.17,126.93,2027-04-25,Aisle 06,ambient
Farm-Fresh Smoked Paprika Raw Wildflower Honey 750ml,Kaveri Agro,PANT-000124,890100301350,Pantry & Dry Goods,48,bag,100.32,179.87,2027-08-04,Aisle 07,ambient
Extra-Virgin Sea Salt Fish Fingers Frozen 10kg,Saffola Springs,FROZ-000125,890100301351,Frozen Foods,153,tub,79.33,143.85,2027-01-25,Aisle 08,frozen
Golden Nagpur Orange Frozen Veg Momos 4-Pack,Desi Organics Goods,FROZ-000126,890100301352,Frozen Foods,4,box,261.52,402.46,2026-11-21,Aisle 08,frozen
Country Style Garlic Bulbs 750ml,Vedic Fresh Foods,FRES-000127,890100301353,Fresh Produce,45,pack,140.78,195.30,2026-08-27,Aisle 01,chilled
Handcrafted Golden Ginger Gourmet Cookies Choco-Chip 10kg,Satvik Goods,SNAC-000128,890100301354,Snacks & Confectionery,235,pack,288.75,405.64,2026-08-29,Aisle 09,ambient
Organic Sweet Tamarind Masala Potato Chips 500ml,Dabur Organics,SNAC-000129,890100301355,Snacks & Confectionery,145,packet,217.49,286.18,2026-12-08,Aisle 09,ambient
Low-Sodium Red Chilli & Garlic Fresh Chicken Curry Cut 750g,Dabur Organics,MEAT-000130,890100301356,Meat & Seafood,223,pack,583.21,977.52,2026-09-03,Aisle 05,chilled
Heritage Avocados 500ml,Tata Harvest,FRES-000131,890100301357,Fresh Produce,237,bunch,74.97,115.69,2026-09-04,Aisle 01,chilled
Plant-Based Coconut Cream Soy Milk Protein 5kg,Nilgiri Dairy,DAIR-000132,890100301358,Dairy & Eggs,111,box,388.26,621.90,2026-08-31,Aisle 02,chilled
Extra-Virgin Kesar Pista Liquid Laundry Detergent 200g,Nature Harvest Organics,HOUS-000133,890100301359,Household & Personal Care,15,bottle,99.15,168.03,2027-05-01,Aisle 12,ambient
Royal Vanilla Bean Mutton Curry Cut 300g,Mother Dairy Plantations,MEAT-000134,890100301360,Meat & Seafood,94,pcs,518.76,658.67,2026-08-31,Aisle 05,chilled
Royal Golden Ginger Butter Murukku 250g,Patanjali Mills,SNAC-000135,890100301361,Snacks & Confectionery,135,bar,29.67,37.44,2027-04-05,Aisle 10,ambient
Zero-Sugar 70% Dark Chocolate Bar 750ml,Tata Organics,SNAC-000136,890100301362,Snacks & Confectionery,107,bag,201.95,253.08,2027-03-17,Aisle 09,ambient
Golden Vanilla Bean Masala Potato Chips 10-Pack,Bhoomi Kitchens,SNAC-000137,890100301363,Snacks & Confectionery,128,bag,486.32,659.60,2027-04-04,Aisle 09,ambient
Rustic Frozen Paneer Cubes 750g,FarmGold Kitchens,FROZ-000138,890100301364,Frozen Foods,136,packet,161.30,289.98,2027-03-24,Aisle 09,frozen
Gourmet Pita Bread Value Pack,Pashmina Springs,BAKE-000139,890100301365,Bakery & Deli,169,pcs,197.32,340.10,2026-09-06,Aisle 04,ambient
Whole-Grain Caramelized Onion Gulab Jamun Tin 12-Pack,Patanjali Springs,SNAC-000140,890100301366,Snacks & Confectionery,237,bag,51.34,71.49,2026-12-25,Aisle 09,ambient
Wildcrafted Jeera Masala Soda 4-Pack,Pure Vedic Agro,BEVE-000141,890100301367,Beverages,119,box,115.99,146.76,2026-10-24,Aisle 05,ambient
Spiced Tandoori Smoked Cashew Paste Curry Base 6-Pack,Vedic Fresh Dairy,PANT-000142,890100301368,Pantry & Dry Goods,79,jar,627.14,887.63,2027-11-03,Aisle 08,ambient
Aged Sweet Corn Kernels 150ml,Royal Indian Foods,FROZ-000143,890100301369,Frozen Foods,42,box,254.68,432.18,2027-05-05,Aisle 08,frozen
Smoked Biodegradable Garbage Bags 12-Pack,SunBrite Organics,HOUS-000144,890100301370,Household & Personal Care,85,packet,319.36,464.80,2029-02-18,Aisle 12,ambient
Free-Range Chatpata Masala Chicken Keema 150g,Dabur Goods,MEAT-000145,890100301371,Meat & Seafood,221,pack,308.93,560.20,2026-08-30,Aisle 04,chilled
Raw Kesar Pista Organic Green Tea 200ml,Catch Plantations,BEVE-000146,890100301372,Beverages,12,can,388.47,693.84,2026-11-28,Aisle 06,ambient
Authentic Sweet Tamarind Mutton Chops Family Pack,SunBrite Springs,MEAT-000147,890100301373,Meat & Seafood,86,pack,380.62,560.16,2026-09-02,Aisle 05,chilled
Grass-Fed Dry Fruits Trail Mix Family Pack,Bhoomi Organics,SNAC-000148,890100301374,Snacks & Confectionery,245,bag,155.63,212.86,2027-02-19,Aisle 10,ambient
Raw Dark Chocolate Cauliflower 100g,Heritage Mills,FRES-000149,890100301375,Fresh Produce,112,kg,19.06,32.50,2026-09-15,Aisle 01,ambient
Wildcrafted Palak Leaves 10-Pack,Amul Organics,FRES-000150,890100301376,Fresh Produce,152,bunch,29.25,54.08,2026-09-04,Aisle 02,chilled
Heritage Urad Dal Whole 250g,Organic Tattva Farms,PANT-000151,890100301377,Pantry & Dry Goods,181,jar,592.25,773.93,2027-01-27,Aisle 06,ambient
Crisp Clove & Mint Toothpaste 750g,Everest Dairy,HOUS-000152,890100301378,Household & Personal Care,12,tube,323.80,536.82,2028-04-10,Aisle 11,ambient
Low-Sodium Bagel Plain 4pk 150g,Nature Harvest Agro,BAKE-000153,890100301379,Bakery & Deli,114,pcs,70.14,92.73,2026-09-03,Aisle 03,chilled
Crisp Rose Infused Smoked Chicken Slices 2-Pack,Himalayan Dairy,BAKE-000154,890100301380,Bakery & Deli,236,pcs,31.72,58.00,2026-09-02,Aisle 03,ambient
Roasted Portobello Mushrooms 10kg,Dabur Co.,FRES-000155,890100301381,Fresh Produce,60,bunch,72.78,121.92,2026-09-10,Aisle 02,chilled
Artisan Pista Almond Jeera Masala Soda 12-Pack,Royal Indian Foods,BEVE-000156,890100301382,Beverages,230,bottle,44.00,58.81,2026-08-21,Aisle 05,ambient
Handcrafted Stainless Steel Scrubber 3pk 100g,Desi Organics Farms,HOUS-000157,890100301383,Household & Personal Care,141,bottle,207.23,275.43,2028-07-23,Aisle 12,ambient
Natural Herbal Hand Wash Neem 2kg,Heritage Harvest,HOUS-000158,890100301384,Household & Personal Care,51,tube,118.17,161.92,2027-11-24,Aisle 12,ambient
Crisp Kesar Pista Cream Cheese 4-Pack,SunBrite Organics,DAIR-000159,890100301385,Dairy & Eggs,109,packet,144.88,199.57,2026-08-29,Aisle 03,chilled
